4.500000000000000000e+02,2.921600000000000250e+02,2.650000000000000000e+02,8.000000000000000000e+02,-6.442585654725064837e-01,-1.185616303530387938e+00,-1.183979191068422997e-02,-1.047044054713998307e+00
4.600000000000000000e+02,2.941899999999999977e+02,2.661000000000000227e+02,8.100000000000000000e+02,-8.498716903648182441e-01,-1.063795607692939793e+00,5.566917212076746280e-01,2.616391075706797631e-01
5.000000000000000000e+02,2.964399999999999977e+02,2.668999999999999773e+02,8.100000000000000000e+02,-5.372147483480922414e-01,-1.210159357255373713e+00,8.239131518043822933e-01,2.582348445965386929e+00
5.200000000000000000e+02,2.938199999999999932e+02,2.728000000000000114e+02,8.400000000000000000e+02,-2.528334393170712513e-01,-5.198302717767064873e-01,1.737624386618865091e-01,4.383241547665112092e-01
5.100000000000000000e+02,2.979200000000000159e+02,2.943000000000000114e+02,8.400000000000000000e+02,-4.050796306945818603e-01,-9.333418865667371112e-01,-4.666446066638809675e-01,-2.224687147867167591e-01
5.100000000000000000e+02,3.074200000000000159e+02,2.943000000000000114e+02,8.700000000000000000e+02,-8.655686165204911076e-01,-5.906790924995440895e-01,-1.310880825280327455e+00,-1.374479177168201005e+00
4.800000000000000000e+02,3.088199999999999932e+02,3.018999999999999773e+02,8.700000000000000000e+02,-1.329766515118619319e+00,-9.332007559274092534e-01,-9.286288565902654779e-03,-3.762342494436478335e-02
4.600000000000000000e+02,3.036600000000000250e+02,3.001000000000000227e+02,8.400000000000000000e+02,1.706164525070059598e-02,-1.671661760608407876e+00,1.994993912792040858e+00,1.255306710542566373e-01
4.900000000000000000e+02,3.001299999999999955e+02,3.011999999999999886e+02,9.200000000000000000e+02,3.118397928935329189e-01,6.187846006721556824e-01,-1.150214511992504018e+00,-1.144620763050580692e+00
5.400000000000000000e+02,3.079599999999999795e+02,3.151000000000000227e+02,8.900000000000000000e+02,-3.928217559647483870e-01,3.118698100287384950e-02,-9.154457817641435957e-01,-1.280899621620422479e+00
5.600000000000000000e+02,3.239300000000000068e+02,3.233000000000000114e+02,9.300000000000000000e+02,-1.774262478695373402e-01,-1.128586004290896838e-01,-5.937561987443559230e-01,1.722908270508568054e-02
5.600000000000000000e+02,3.257400000000000091e+02,3.296000000000000227e+02,9.600000000000000000e+02,-6.789393906223439856e-02,-1.829396174087708216e-01,-9.625806683039190847e-01,-5.271948397759556038e-01
6.000000000000000000e+02,3.511299999999999955e+02,3.460000000000000000e+02,1.090000000000000000e+03,9.457666647170612229e-02,-1.244672988629891286e-01,-4.518273028308995021e-01,-9.575640011466560741e-01
6.500000000000000000e+02,4.190099999999999909e+02,3.648999999999999773e+02,1.040000000000000000e+03,4.065102634261355541e-01,-1.777011424865871936e-01,9.498507931033612905e-01,-4.450779394070082384e-01
6.700000000000000000e+02,5.399600000000000364e+02,3.593000000000000114e+02,1.000000000000000000e+03,-3.372994801628911854e-01,-5.080214951366389675e-01,-6.914857954807502871e-01,-1.385674000277210549e+00
7.200000000000000000e+02,8.003999999999999773e+02,3.623000000000000114e+02,1.080000000000000000e+03,-7.113727607181409285e-01,-9.361850066235437307e-02,-8.574251092048108536e-01,-8.365640567933898541e-01
7.100000000000000000e+02,7.538099999999999454e+02,3.441999999999999886e+02,1.220000000000000000e+03,-3.157263678092072645e-01,-5.541910369911846879e-02,6.320141059326203070e-01,3.340440666181927476e-01
7.200000000000000000e+02,6.352100000000000364e+02,3.328000000000000114e+02,1.450000000000000000e+03,1.894170658371660876e+00,1.974324907056649536e+00,7.579025558341704327e-01,6.043364815505966048e-01
1.120000000000000000e+03,6.255800000000000409e+02,3.691000000000000227e+02,1.500000000000000000e+03,9.384474260544406476e-01,1.149265203850209138e+00,6.396745946630810753e-01,6.788459305793805854e-01
9.900000000000000000e+02,5.968200000000000500e+02,3.696999999999999886e+02,1.460000000000000000e+03,-1.528276783776628123e-01,5.753555770173286454e-01,-1.765032715789968953e-01,7.109047494934367384e-01
1.030000000000000000e+03,6.274900000000000091e+02,3.478999999999999773e+02,1.350000000000000000e+03,2.250305939085954221e-01,4.121489146468957365e-01,-6.062306917140753981e-01,-3.665681922017621774e-01
9.300000000000000000e+02,5.290299999999999727e+02,3.258000000000000114e+02,1.050000000000000000e+03,-5.245403805283946896e-01,-3.974671000474988003e-01,-6.977279987141801754e-02,3.113655998721122642e-01
8.900000000000000000e+02,4.881800000000000068e+02,3.316000000000000227e+02,1.030000000000000000e+03,-4.029669222809572071e-01,-4.280980274075595338e-01,-1.490376414850890452e+00,-1.252841893709187415e+00
9.400000000000000000e+02,4.806999999999999886e+02,3.315000000000000000e+02,9.300000000000000000e+02,-5.349725437693649832e-01,2.339208866366847828e-01,-2.329818432028261554e+00,-2.655299701244930866e+00
9.100000000000000000e+02,5.191599999999999682e+02,3.333999999999999773e+02,9.600000000000000000e+02,-2.908842507123635124e-01,7.836024183476173466e-01,7.756353854456433938e-02,3.410296251694320269e-01
8.300000000000000000e+02,5.179800000000000182e+02,3.146999999999999886e+02,1.000000000000000000e+03,-2.812046642824424236e-02,6.995338284782111060e-01,-1.905050052866120280e+00,-1.750461405590616693e+00
8.000000000000000000e+02,5.063299999999999841e+02,3.061999999999999886e+02,9.900000000000000000e+02,-8.521377496138290986e-02,9.941955646175654193e-01,-2.227063943399205104e-01,9.645877262881236147e-01
8.000000000000000000e+02,4.677500000000000000e+02,3.196000000000000227e+02,1.050000000000000000e+03,2.525401219612782300e-01,8.903403863493061232e-01,-8.678519134170993299e-01,-3.737087213619603721e-01
7.900000000000000000e+02,4.814599999999999795e+02,3.296999999999999886e+02,1.060000000000000000e+03,-5.087836350779680050e-02,4.837878678442489866e-01,1.822610599656551977e-01,-1.558036393292246136e-01
7.800000000000000000e+02,5.088600000000000136e+02,3.375000000000000000e+02,1.090000000000000000e+03,-6.593444477380606683e-01,1.885689366314673709e-01,1.550896309077155477e+00,8.043687630705494973e-01
7.900000000000000000e+02,5.141499999999999773e+02,3.248999999999999773e+02,1.100000000000000000e+03,9.508762494605219606e-01,6.198116285814517790e-01,3.909380829143070946e-01,1.596453243958112500e-01
8.000000000000000000e+02,4.786899999999999977e+02,3.571000000000000227e+02,1.170000000000000000e+03,7.434536526546151602e-01,-9.673659192598933754e-02,2.162310374687629599e-01,1.974170013605749618e+00
