Country,Market,Commodity,Price Type,Year,Month,Price,Unit,Currency,Data Source
Senegal,Dakar,Rice (imported),Retail,2003,10,,KG,XOF,
Senegal,Dakar,Rice (imported),Retail,2003,11,,KG,XOF,
Senegal,Dakar,Rice (imported),Retail,2003,12,,KG,XOF,
Senegal,Dakar,Rice (imported),Retail,2004,01,,KG,XOF,
Senegal,Dakar,Rice (imported),Retail,2004,02,,KG,XOF,
Senegal,Dakar,Rice (imported),Retail,2004,03,,KG,XOF,
Senegal,Dakar,Rice (imported),Retail,2004,04,,KG,XOF,
Senegal,Dakar,Rice (imported),Retail,2004,05,,KG,XOF,
Senegal,Dakar,Rice (imported),Retail,2004,06,,KG,XOF,
Senegal,Dakar,Rice (imported),Retail,2004,07,,KG,XOF,
Senegal,Dakar,Rice (imported),Retail,2004,08,,KG,XOF,
Senegal,Dakar,Rice (imported),Retail,2004,09,,KG,XOF,
Senegal,Dakar,Rice (imported),Retail,2004,10,,KG,XOF,
Senegal,Dakar,Rice (imported),Retail,2004,11,,KG,XOF,
Senegal,Dakar,Rice (imported),Retail,2004,12,,KG,XOF,
Senegal,Dakar,Rice (imported),Retail,2005,01,,KG,XOF,
Senegal,Dakar,Rice (imported),Retail,2005,02,,KG,XOF,
Senegal,Dakar,Rice (imported),Retail,2005,03,,KG,XOF,
Senegal,Dakar,Rice (imported),Retail,2005,04,,KG,XOF,
Senegal,Dakar,Rice (imported),Retail,2005,05,,KG,XOF,
Senegal,Dakar,Rice (imported),Retail,2005,06,,KG,XOF,
Senegal,Dakar,Rice (imported),Retail,2005,07,,KG,XOF,
Senegal,Dakar,Rice (imported),Retail,2005,08,,KG,XOF,
Senegal,Dakar,Rice (imported),Retail,2005,09,,KG,XOF,
Senegal,Dakar,Rice (imported),Retail,2005,10,,KG,XOF,
Senegal,Dakar,Rice (imported),Retail,2005,11,,KG,XOF,
Senegal,Dakar,Rice (imported),Retail,2005,12,,KG,XOF,
Senegal,Dakar,Rice (imported),Retail,2006,01,,KG,XOF,
Senegal,Dakar,Rice (imported),Retail,2006,02,,KG,XOF,
Senegal,Dakar,Rice (imported),Retail,2006,03,,KG,XOF,
Senegal,Dakar,Rice (imported),Retail,2006,04,,KG,XOF,
Senegal,Dakar,Rice (imported),Retail,2006,05,,KG,XOF,
Senegal,Dakar,Rice (imported),Retail,2006,06,,KG,XOF,
Senegal,Dakar,Rice (imported),Retail,2006,07,,KG,XOF,
Senegal,Dakar,Rice (imported),Retail,2006,08,,KG,XOF,
Senegal,Dakar,Rice (imported),Retail,2006,09,,KG,XOF,
Senegal,Dakar,Rice (imported),Retail,2006,10,,KG,XOF,
Senegal,Dakar,Rice (imported),Retail,2006,11,,KG,XOF,
Senegal,Dakar,Rice (imported),Retail,2006,12,,KG,XOF,
Senegal,Dakar,Rice (imported),Retail,2007,01,227,KG,XOF,Agence Nationale de la Statistique et la Démographie (ANSD) via FAO: GIEWS/FPMA
Senegal,Dakar,Rice (imported),Retail,2007,02,231,KG,XOF,Agence Nationale de la Statistique et la Démographie (ANSD) via FAO: GIEWS/FPMA
Senegal,Dakar,Rice (imported),Retail,2007,03,247,KG,XOF,Agence Nationale de la Statistique et la Démographie (ANSD) via FAO: GIEWS/FPMA
Senegal,Dakar,Rice (imported),Retail,2007,04,250,KG,XOF,Agence Nationale de la Statistique et la Démographie (ANSD) via FAO: GIEWS/FPMA
Senegal,Dakar,Rice (imported),Retail,2007,05,250,KG,XOF,Agence Nationale de la Statistique et la Démographie (ANSD) via FAO: GIEWS/FPMA
Senegal,Dakar,Rice (imported),Retail,2007,06,250,KG,XOF,Agence Nationale de la Statistique et la Démographie (ANSD) via FAO: GIEWS/FPMA
Senegal,Dakar,Rice (imported),Retail,2007,07,231,KG,XOF,Agence Nationale de la Statistique et la Démographie (ANSD) via FAO: GIEWS/FPMA
Senegal,Dakar,Rice (imported),Retail,2007,08,220,KG,XOF,Agence Nationale de la Statistique et la Démographie (ANSD) via FAO: GIEWS/FPMA
Senegal,Dakar,Rice (imported),Retail,2007,09,232,KG,XOF,Agence Nationale de la Statistique et la Démographie (ANSD) via FAO: GIEWS/FPMA
Senegal,Dakar,Rice (imported),Retail,2007,10,248,KG,XOF,Agence Nationale de la Statistique et la Démographie (ANSD) via FAO: GIEWS/FPMA
Senegal,Dakar,Rice (imported),Retail,2007,11,252,KG,XOF,Agence Nationale de la Statistique et la Démographie (ANSD) via FAO: GIEWS/FPMA
