Domain Code,Domain,Reporter Country Code,Reporter Countries,Partner Country Code,Partner Countries,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description
"TM","Detailed trade matrix","195","Senegal","79","Germany","5610","Import Quantity","30","Rice, paddy (rice milled equivalent)","2006","2006","tonnes","0","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","195","Senegal","79","Germany","5610","Import Quantity","30","Rice, paddy (rice milled equivalent)","2007","2007","tonnes","1","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","195","Senegal","79","Germany","5610","Import Quantity","30","Rice, paddy (rice milled equivalent)","2014","2014","tonnes","350","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","195","Senegal","79","Germany","5610","Import Quantity","30","Rice, paddy (rice milled equivalent)","2015","2015","tonnes","1","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","195","Senegal","84","Greece","5610","Import Quantity","30","Rice, paddy (rice milled equivalent)","2017","2017","tonnes","572","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","195","Senegal","91","Guyana","5610","Import Quantity","30","Rice, paddy (rice milled equivalent)","2008","2008","tonnes","576","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","195","Senegal","100","India","5610","Import Quantity","30","Rice, paddy (rice milled equivalent)","2000","2000","tonnes","36094","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","195","Senegal","100","India","5610","Import Quantity","30","Rice, paddy (rice milled equivalent)","2001","2001","tonnes","1","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","195","Senegal","100","India","5610","Import Quantity","30","Rice, paddy (rice milled equivalent)","2002","2002","tonnes","89461","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","195","Senegal","100","India","5610","Import Quantity","30","Rice, paddy (rice milled equivalent)","2003","2003","tonnes","124636","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","195","Senegal","100","India","5610","Import Quantity","30","Rice, paddy (rice milled equivalent)","2004","2004","tonnes","37115","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","195","Senegal","100","India","5610","Import Quantity","30","Rice, paddy (rice milled equivalent)","2005","2005","tonnes","88178","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","195","Senegal","100","India","5610","Import Quantity","30","Rice, paddy (rice milled equivalent)","2006","2006","tonnes","61887","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","195","Senegal","100","India","5610","Import Quantity","30","Rice, paddy (rice milled equivalent)","2007","2007","tonnes","305128","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","195","Senegal","100","India","5610","Import Quantity","30","Rice, paddy (rice milled equivalent)","2008","2008","tonnes","16411","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","195","Senegal","100","India","5610","Import Quantity","30","Rice, paddy (rice milled equivalent)","2009","2009","tonnes","250","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","195","Senegal","100","India","5610","Import Quantity","30","Rice, paddy (rice milled equivalent)","2011","2011","tonnes","9715","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","195","Senegal","100","India","5610","Import Quantity","30","Rice, paddy (rice milled equivalent)","2012","2012","tonnes","674587","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","195","Senegal","100","India","5610","Import Quantity","30","Rice, paddy (rice milled equivalent)","2013","2013","tonnes","783723","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","195","Senegal","100","India","5610","Import Quantity","30","Rice, paddy (rice milled equivalent)","2014","2014","tonnes","685481","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","195","Senegal","100","India","5610","Import Quantity","30","Rice, paddy (rice milled equivalent)","2015","2015","tonnes","728474","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","195","Senegal","100","India","5610","Import Quantity","30","Rice, paddy (rice milled equivalent)","2016","2016","tonnes","573389","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","195","Senegal","100","India","5610","Import Quantity","30","Rice, paddy (rice milled equivalent)","2017","2017","tonnes","640172","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","195","Senegal","100","India","5610","Import Quantity","30","Rice, paddy (rice milled equivalent)","2018","2018","tonnes","750831","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","195","Senegal","100","India","5610","Import Quantity","30","Rice, paddy (rice milled equivalent)","2019","2019","tonnes","236579","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","195","Senegal","101","Indonesia","5610","Import Quantity","30","Rice, paddy (rice milled equivalent)","2012","2012","tonnes","125","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","195","Senegal","101","Indonesia","5610","Import Quantity","30","Rice, paddy (rice milled equivalent)","2013","2013","tonnes","2125","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","195","Senegal","101","Indonesia","5610","Import Quantity","30","Rice, paddy (rice milled equivalent)","2014","2014","tonnes","10985","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","195","Senegal","101","Indonesia","5610","Import Quantity","30","Rice, paddy (rice milled equivalent)","2019","2019","tonnes","860","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","195","Senegal","102","Iran (Islamic Republic of)","5610","Import Quantity","30","Rice, paddy (rice milled equivalent)","2001","2001","tonnes","0","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","195","Senegal","102","Iran (Islamic Republic of)","5610","Import Quantity","30","Rice, paddy (rice milled equivalent)","2003","2003","tonnes","0","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","195","Senegal","102","Iran (Islamic Republic of)","5610","Import Quantity","30","Rice, paddy (rice milled equivalent)","2004","2004","tonnes","0","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","195","Senegal","102","Iran (Islamic Republic of)","5610","Import Quantity","30","Rice, paddy (rice milled equivalent)","2005","2005","tonnes","0","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","195","Senegal","102","Iran (Islamic Republic of)","5610","Import Quantity","30","Rice, paddy (rice milled equivalent)","2006","2006","tonnes","0","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","195","Senegal","102","Iran (Islamic Republic of)","5610","Import Quantity","30","Rice, paddy (rice milled equivalent)","2009","2009","tonnes","0","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","195","Senegal","103","Iraq","5610","Import Quantity","30","Rice, paddy (rice milled equivalent)","2003","2003","tonnes","0","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","195","Senegal","106","Italy","5610","Import Quantity","30","Rice, paddy (rice milled equivalent)","2000","2000","tonnes","0","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","195","Senegal","106","Italy","5610","Import Quantity","30","Rice, paddy (rice milled equivalent)","2001","2001","tonnes","1","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","195","Senegal","106","Italy","5610","Import Quantity","30","Rice, paddy (rice milled equivalent)","2004","2004","tonnes","0","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","195","Senegal","106","Italy","5610","Import Quantity","30","Rice, paddy (rice milled equivalent)","2005","2005","tonnes","2","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","195","Senegal","106","Italy","5610","Import Quantity","30","Rice, paddy (rice milled equivalent)","2006","2006","tonnes","5","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","195","Senegal","106","Italy","5610","Import Quantity","30","Rice, paddy (rice milled equivalent)","2007","2007","tonnes","0","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","195","Senegal","106","Italy","5610","Import Quantity","30","Rice, paddy (rice milled equivalent)","2008","2008","tonnes","0","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","195","Senegal","106","Italy","5610","Import Quantity","30","Rice, paddy (rice milled equivalent)","2010","2010","tonnes","0","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","195","Senegal","106","Italy","5610","Import Quantity","30","Rice, paddy (rice milled equivalent)","2011","2011","tonnes","1","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","195","Senegal","106","Italy","5610","Import Quantity","30","Rice, paddy (rice milled equivalent)","2012","2012","tonnes","1","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","195","Senegal","106","Italy","5610","Import Quantity","30","Rice, paddy (rice milled equivalent)","2013","2013","tonnes","310","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","195","Senegal","106","Italy","5610","Import Quantity","30","Rice, paddy (rice milled equivalent)","2014","2014","tonnes","1","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","195","Senegal","106","Italy","5610","Import Quantity","30","Rice, paddy (rice milled equivalent)","2015","2015","tonnes","514","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","195","Senegal","106","Italy","5610","Import Quantity","30","Rice, paddy (rice milled equivalent)","2016","2016","tonnes","1179","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","195","Senegal","106","Italy","5610","Import Quantity","30","Rice, paddy (rice milled equivalent)","2017","2017","tonnes","1","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","195","Senegal","106","Italy","5610","Import Quantity","30","Rice, paddy (rice milled equivalent)","2018","2018","tonnes","0","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","195","Senegal","106","Italy","5610","Import Quantity","30","Rice, paddy (rice milled equivalent)","2019","2019","tonnes","0","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","195","Senegal","110","Japan","5610","Import Quantity","30","Rice, paddy (rice milled equivalent)","2000","2000","tonnes","1807","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","195","Senegal","110","Japan","5610","Import Quantity","30","Rice, paddy (rice milled equivalent)","2002","2002","tonnes","3100","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","195","Senegal","110","Japan","5610","Import Quantity","30","Rice, paddy (rice milled equivalent)","2003","2003","tonnes","0","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","195","Senegal","110","Japan","5610","Import Quantity","30","Rice, paddy (rice milled equivalent)","2004","2004","tonnes","10546","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","195","Senegal","110","Japan","5610","Import Quantity","30","Rice, paddy (rice milled equivalent)","2006","2006","tonnes","1","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","195","Senegal","110","Japan","5610","Import Quantity","30","Rice, paddy (rice milled equivalent)","2009","2009","tonnes","1","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","195","Senegal","110","Japan","5610","Import Quantity","30","Rice, paddy (rice milled equivalent)","2010","2010","tonnes","108","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","195","Senegal","110","Japan","5610","Import Quantity","30","Rice, paddy (rice milled equivalent)","2011","2011","tonnes","1","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","195","Senegal","110","Japan","5610","Import Quantity","30","Rice, paddy (rice milled equivalent)","2012","2012","tonnes","4990","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","195","Senegal","110","Japan","5610","Import Quantity","30","Rice, paddy (rice milled equivalent)","2013","2013","tonnes","142","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","195","Senegal","110","Japan","5610","Import Quantity","30","Rice, paddy (rice milled equivalent)","2014","2014","tonnes","1002","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","195","Senegal","110","Japan","5610","Import Quantity","30","Rice, paddy (rice milled equivalent)","2015","2015","tonnes","249","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","195","Senegal","110","Japan","5610","Import Quantity","30","Rice, paddy (rice milled equivalent)","2016","2016","tonnes","0","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","195","Senegal","110","Japan","5610","Import Quantity","30","Rice, paddy (rice milled equivalent)","2018","2018","tonnes","7166","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","195","Senegal","110","Japan","5610","Import Quantity","30","Rice, paddy (rice milled equivalent)","2019","2019","tonnes","160","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","195","Senegal","112","Jordan","5610","Import Quantity","30","Rice, paddy (rice milled equivalent)","2001","2001","tonnes","2045","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","195","Senegal","112","Jordan","5610","Import Quantity","30","Rice, paddy (rice milled equivalent)","2010","2010","tonnes","700","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","195","Senegal","118","Kuwait","5610","Import Quantity","30","Rice, paddy (rice milled equivalent)","2002","2002","tonnes","5","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","195","Senegal","118","Kuwait","5610","Import Quantity","30","Rice, paddy (rice milled equivalent)","2013","2013","tonnes","2","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","195","Senegal","118","Kuwait","5610","Import Quantity","30","Rice, paddy (rice milled equivalent)","2018","2018","tonnes","2","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","195","Senegal","120","Lao People's Democratic Republic","5610","Import Quantity","30","Rice, paddy (rice milled equivalent)","2002","2002","tonnes","0","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","195","Senegal","121","Lebanon","5610","Import Quantity","30","Rice, paddy (rice milled equivalent)","2004","2004","tonnes","6","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","195","Senegal","121","Lebanon","5610","Import Quantity","30","Rice, paddy (rice milled equivalent)","2005","2005","tonnes","1","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","195","Senegal","121","Lebanon","5610","Import Quantity","30","Rice, paddy (rice milled equivalent)","2006","2006","tonnes","0","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","195","Senegal","121","Lebanon","5610","Import Quantity","30","Rice, paddy (rice milled equivalent)","2007","2007","tonnes","4","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","195","Senegal","121","Lebanon","5610","Import Quantity","30","Rice, paddy (rice milled equivalent)","2008","2008","tonnes","0","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","195","Senegal","121","Lebanon","5610","Import Quantity","30","Rice, paddy (rice milled equivalent)","2009","2009","tonnes","1","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","195","Senegal","121","Lebanon","5610","Import Quantity","30","Rice, paddy (rice milled equivalent)","2010","2010","tonnes","2","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","195","Senegal","121","Lebanon","5610","Import Quantity","30","Rice, paddy (rice milled equivalent)","2011","2011","tonnes","0","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","195","Senegal","121","Lebanon","5610","Import Quantity","30","Rice, paddy (rice milled equivalent)","2012","2012","tonnes","1","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","195","Senegal","121","Lebanon","5610","Import Quantity","30","Rice, paddy (rice milled equivalent)","2013","2013","tonnes","1","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","195","Senegal","121","Lebanon","5610","Import Quantity","30","Rice, paddy (rice milled equivalent)","2016","2016","tonnes","1","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","195","Senegal","131","Malaysia","5610","Import Quantity","30","Rice, paddy (rice milled equivalent)","2009","2009","tonnes","0","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","195","Senegal","131","Malaysia","5610","Import Quantity","30","Rice, paddy (rice milled equivalent)","2017","2017","tonnes","11000","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","195","Senegal","131","Malaysia","5610","Import Quantity","30","Rice, paddy (rice milled equivalent)","2018","2018","tonnes","15233","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","195","Senegal","131","Malaysia","5610","Import Quantity","30","Rice, paddy (rice milled equivalent)","2019","2019","tonnes","7883","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","195","Senegal","136","Mauritania","5610","Import Quantity","30","Rice, paddy (rice milled equivalent)","2011","2011","tonnes","107","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","195","Senegal","136","Mauritania","5610","Import Quantity","30","Rice, paddy (rice milled equivalent)","2012","2012","tonnes","98","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","195","Senegal","136","Mauritania","5610","Import Quantity","30","Rice, paddy (rice milled equivalent)","2013","2013","tonnes","474","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","195","Senegal","136","Mauritania","5610","Import Quantity","30","Rice, paddy (rice milled equivalent)","2014","2014","tonnes","110","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","195","Senegal","143","Morocco","5610","Import Quantity","30","Rice, paddy (rice milled equivalent)","2006","2006","tonnes","1","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","195","Senegal","28","Myanmar","5610","Import Quantity","30","Rice, paddy (rice milled equivalent)","2002","2002","tonnes","8282","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","195","Senegal","28","Myanmar","5610","Import Quantity","30","Rice, paddy (rice milled equivalent)","2003","2003","tonnes","19869","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","195","Senegal","28","Myanmar","5610","Import Quantity","30","Rice, paddy (rice milled equivalent)","2004","2004","tonnes","1608","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","195","Senegal","28","Myanmar","5610","Import Quantity","30","Rice, paddy (rice milled equivalent)","2008","2008","tonnes","16924","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","195","Senegal","28","Myanmar","5610","Import Quantity","30","Rice, paddy (rice milled equivalent)","2012","2012","tonnes","650","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","195","Senegal","28","Myanmar","5610","Import Quantity","30","Rice, paddy (rice milled equivalent)","2017","2017","tonnes","9500","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","195","Senegal","28","Myanmar","5610","Import Quantity","30","Rice, paddy (rice milled equivalent)","2018","2018","tonnes","3982","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","195","Senegal","28","Myanmar","5610","Import Quantity","30","Rice, paddy (rice milled equivalent)","2019","2019","tonnes","8500","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","195","Senegal","150","Netherlands","5610","Import Quantity","30","Rice, paddy (rice milled equivalent)","2003","2003","tonnes","14","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","195","Senegal","150","Netherlands","5610","Import Quantity","30","Rice, paddy (rice milled equivalent)","2004","2004","tonnes","1","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","195","Senegal","150","Netherlands","5610","Import Quantity","30","Rice, paddy (rice milled equivalent)","2006","2006","tonnes","6","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","195","Senegal","150","Netherlands","5610","Import Quantity","30","Rice, paddy (rice milled equivalent)","2007","2007","tonnes","508","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","195","Senegal","150","Netherlands","5610","Import Quantity","30","Rice, paddy (rice milled equivalent)","2008","2008","tonnes","2","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","195","Senegal","150","Netherlands","5610","Import Quantity","30","Rice, paddy (rice milled equivalent)","2013","2013","tonnes","192","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","195","Senegal","150","Netherlands","5610","Import Quantity","30","Rice, paddy (rice milled equivalent)","2015","2015","tonnes","260","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","195","Senegal","150","Netherlands","5610","Import Quantity","30","Rice, paddy (rice milled equivalent)","2016","2016","tonnes","260","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","195","Senegal","150","Netherlands","5610","Import Quantity","30","Rice, paddy (rice milled equivalent)","2017","2017","tonnes","307","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","195","Senegal","165","Pakistan","5610","Import Quantity","30","Rice, paddy (rice milled equivalent)","2000","2000","tonnes","43","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","195","Senegal","165","Pakistan","5610","Import Quantity","30","Rice, paddy (rice milled equivalent)","2003","2003","tonnes","555","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","195","Senegal","165","Pakistan","5610","Import Quantity","30","Rice, paddy (rice milled equivalent)","2004","2004","tonnes","11212","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","195","Senegal","165","Pakistan","5610","Import Quantity","30","Rice, paddy (rice milled equivalent)","2005","2005","tonnes","3678","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","195","Senegal","165","Pakistan","5610","Import Quantity","30","Rice, paddy (rice milled equivalent)","2006","2006","tonnes","3425","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","195","Senegal","165","Pakistan","5610","Import Quantity","30","Rice, paddy (rice milled equivalent)","2007","2007","tonnes","3626","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","195","Senegal","165","Pakistan","5610","Import Quantity","30","Rice, paddy (rice milled equivalent)","2008","2008","tonnes","35737","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","195","Senegal","165","Pakistan","5610","Import Quantity","30","Rice, paddy (rice milled equivalent)","2009","2009","tonnes","24654","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","195","Senegal","165","Pakistan","5610","Import Quantity","30","Rice, paddy (rice milled equivalent)","2010","2010","tonnes","43538","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","195","Senegal","165","Pakistan","5610","Import Quantity","30","Rice, paddy (rice milled equivalent)","2011","2011","tonnes","25511","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","195","Senegal","165","Pakistan","5610","Import Quantity","30","Rice, paddy (rice milled equivalent)","2012","2012","tonnes","45974","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","195","Senegal","165","Pakistan","5610","Import Quantity","30","Rice, paddy (rice milled equivalent)","2013","2013","tonnes","44575","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","195","Senegal","165","Pakistan","5610","Import Quantity","30","Rice, paddy (rice milled equivalent)","2014","2014","tonnes","11174","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","195","Senegal","165","Pakistan","5610","Import Quantity","30","Rice, paddy (rice milled equivalent)","2015","2015","tonnes","82956","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","195","Senegal","165","Pakistan","5610","Import Quantity","30","Rice, paddy (rice milled equivalent)","2016","2016","tonnes","52834","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","195","Senegal","165","Pakistan","5610","Import Quantity","30","Rice, paddy (rice milled equivalent)","2017","2017","tonnes","18594","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","195","Senegal","165","Pakistan","5610","Import Quantity","30","Rice, paddy (rice milled equivalent)","2018","2018","tonnes","88319","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","195","Senegal","165","Pakistan","5610","Import Quantity","30","Rice, paddy (rice milled equivalent)","2019","2019","tonnes","133259","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","195","Senegal","166","Panama","5610","Import Quantity","30","Rice, paddy (rice milled equivalent)","2019","2019","tonnes","270","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","195","Senegal","169","Paraguay","5610","Import Quantity","30","Rice, paddy (rice milled equivalent)","2006","2006","tonnes","539","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","195","Senegal","169","Paraguay","5610","Import Quantity","30","Rice, paddy (rice milled equivalent)","2008","2008","tonnes","1000","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","195","Senegal","169","Paraguay","5610","Import Quantity","30","Rice, paddy (rice milled equivalent)","2010","2010","tonnes","2007","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","195","Senegal","169","Paraguay","5610","Import Quantity","30","Rice, paddy (rice milled equivalent)","2012","2012","tonnes","750","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","195","Senegal","169","Paraguay","5610","Import Quantity","30","Rice, paddy (rice milled equivalent)","2018","2018","tonnes","341","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","195","Senegal","169","Paraguay","5610","Import Quantity","30","Rice, paddy (rice milled equivalent)","2019","2019","tonnes","7514","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","195","Senegal","171","Philippines","5610","Import Quantity","30","Rice, paddy (rice milled equivalent)","2005","2005","tonnes","1280","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","195","Senegal","171","Philippines","5610","Import Quantity","30","Rice, paddy (rice milled equivalent)","2008","2008","tonnes","0","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","195","Senegal","171","Philippines","5610","Import Quantity","30","Rice, paddy (rice milled equivalent)","2014","2014","tonnes","130","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","195","Senegal","174","Portugal","5610","Import Quantity","30","Rice, paddy (rice milled equivalent)","2015","2015","tonnes","1","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","195","Senegal","174","Portugal","5610","Import Quantity","30","Rice, paddy (rice milled equivalent)","2016","2016","tonnes","2","A","Aggregate, may include official, semi-official, estimated or calculated data"
