Country,Market,Commodity,Price Type,Year,Month,Price,Unit,Currency,Data Source
Thailand,Bangkok,Rice,Wholesale,2017,10,10.9237,KG,THB,Department of Internal Trade; Ministry of Commerce via FAO: GIEWS/FPMA
Thailand,Bangkok,Rice,Wholesale,2017,11,10.9132,KG,THB,Department of Internal Trade; Ministry of Commerce via FAO: GIEWS/FPMA
Thailand,Bangkok,Rice,Wholesale,2017,12,10.7868,KG,THB,Department of Internal Trade; Ministry of Commerce via FAO: GIEWS/FPMA
Thailand,Bangkok,Rice,Wholesale,2018,01,11.3786,KG,THB,Department of Internal Trade; Ministry of Commerce via FAO: GIEWS/FPMA
Thailand,Bangkok,Rice,Wholesale,2018,02,10.98,KG,THB,Department of Internal Trade; Ministry of Commerce via FAO: GIEWS/FPMA
Thailand,Bangkok,Rice,Wholesale,2018,03,11.1548,KG,THB,Department of Internal Trade; Ministry of Commerce via FAO: GIEWS/FPMA
Thailand,Bangkok,Rice,Wholesale,2018,04,11.9971,KG,THB,Department of Internal Trade; Ministry of Commerce via FAO: GIEWS/FPMA
Thailand,Bangkok,Rice,Wholesale,2018,05,12.1071,KG,THB,Department of Internal Trade; Ministry of Commerce via FAO: GIEWS/FPMA
Thailand,Bangkok,Rice,Wholesale,2018,06,11.5595,KG,THB,Department of Internal Trade; Ministry of Commerce via FAO: GIEWS/FPMA
Thailand,Bangkok,Rice,Wholesale,2018,07,10.95,KG,THB,Department of Internal Trade; Ministry of Commerce via FAO: GIEWS/FPMA
Thailand,Bangkok,Rice,Wholesale,2018,08,10.9955,KG,THB,Department of Internal Trade; Ministry of Commerce via FAO: GIEWS/FPMA
Thailand,Bangkok,Rice,Wholesale,2018,09,10.95,KG,THB,Department of Internal Trade; Ministry of Commerce via FAO: GIEWS/FPMA
Thailand,Bangkok,Rice,Wholesale,2018,10,11.1024,KG,THB,Department of Internal Trade; Ministry of Commerce via FAO: GIEWS/FPMA
Thailand,Bangkok,Rice,Wholesale,2018,11,11.05,KG,THB,Department of Internal Trade; Ministry of Commerce via FAO: GIEWS/FPMA
Thailand,Bangkok,Rice,Wholesale,2018,12,11.05,KG,THB,Department of Internal Trade; Ministry of Commerce via FAO: GIEWS/FPMA
Thailand,Bangkok,Rice,Wholesale,2019,01,10.9182,KG,THB,Department of Internal Trade; Ministry of Commerce via FAO: GIEWS/FPMA
Thailand,Bangkok,Rice,Wholesale,2019,02,10.7132,KG,THB,Department of Internal Trade; Ministry of Commerce via FAO: GIEWS/FPMA
Thailand,Bangkok,Rice,Wholesale,2019,03,10.65,KG,THB,Department of Internal Trade; Ministry of Commerce via FAO: GIEWS/FPMA
Thailand,Bangkok,Rice,Wholesale,2019,04,11.056,KG,THB,Department of Internal Trade; Ministry of Commerce via FAO: GIEWS/FPMA
Thailand,Bangkok,Rice,Wholesale,2019,05,10.95,KG,THB,Department of Internal Trade; Ministry of Commerce via FAO: GIEWS/FPMA
Thailand,Bangkok,Rice,Wholesale,2019,06,10.9447,KG,THB,Department of Internal Trade; Ministry of Commerce via FAO: GIEWS/FPMA
Thailand,Bangkok,Rice,Wholesale,2019,07,10.6,KG,THB,Department of Internal Trade; Ministry of Commerce via FAO: GIEWS/FPMA
Thailand,Bangkok,Rice,Wholesale,2019,08,11.0643,KG,THB,Department of Internal Trade; Ministry of Commerce via FAO: GIEWS/FPMA
Thailand,Bangkok,Rice,Wholesale,2019,09,10.85,KG,THB,Department of Internal Trade; Ministry of Commerce via FAO: GIEWS/FPMA
Thailand,Bangkok,Rice,Wholesale,2019,10,10.7024,KG,THB,Department of Internal Trade; Ministry of Commerce via FAO: GIEWS/FPMA
Thailand,Bangkok,Rice,Wholesale,2019,11,10.5868,KG,THB,Department of Internal Trade; Ministry of Commerce via FAO: GIEWS/FPMA
Thailand,Bangkok,Rice,Wholesale,2019,12,10.8278,KG,THB,Department of Internal Trade; Ministry of Commerce via FAO: GIEWS/FPMA
Thailand,Bangkok,Rice,Wholesale,2020,01,11.5136,KG,THB,Department of Internal Trade; Ministry of Commerce via FAO: GIEWS/FPMA
Thailand,Bangkok,Rice,Wholesale,2020,02,11.8816,KG,THB,Department of Internal Trade; Ministry of Commerce via FAO: GIEWS/FPMA
Thailand,Bangkok,Rice,Wholesale,2020,03,13.6182,KG,THB,Department of Internal Trade; Ministry of Commerce via FAO: GIEWS/FPMA
