Unnamed: 0,Date,CFA Westfranc,CFA Centfranc,Maurouguiya,Gambiadalasi,Guineafranc,SLleone,Liberiadollar,Ghanaold cedi,Ghana.1new cedi,Nigerianaira,DRCfranc,Angolakwanza,Sudanold pound,Sudan.1dinar,Sudan.2new pound,Eritreanakfa,Djiboutifranc,Ethiopiabirr,Somalishilling,Somali.1shillingM,SomaliliandshillingH,Kenyashilling,Ugandashilling,Tanzaniashilling,Rwandafranc,Burundifranc,Zambiaold kwacha,Zambia.1new kwacha,Malawikwacha,Mozold met,Moz.1new met,Zimdollar,Botswanapula,Namibiadollar,SArand,Lesotholoti,Swazililangeni
96,10-Jan,459.1976,459.4431,262.1854,26.5546,"5,016.27","3,919.16",70.8935,"14,274.80",1.4275,150.3324,819.7943,89.7552,"2,266.65",231.2452,2.3125,15.0,164.2373,12.703,"1,493.23","31,850","6,700",75.7714,"1,928.35","1,342.08",571.9731,"1,238.84","4,522.61",,145.8274,"28,010.00",28.01,364,6.7166,7.459,7.4552,7.4620000000000015,7.4621
97,10-Feb,479.2773,480.0088,261.4472,26.6892,"5,026.75","3,904.67",71.7643,"14,303.33",1.4303,150.9897,917.9722,90.2705,"2,266.65",232.0343,2.3203,15.0,175.2065,13.4266,"1,498.85","30,750","6,500",76.7128,"1,996.31","1,348.91",573.3209,"1,225.70","4,668.55",,149.9961,"27,577.14",27.5771,375,6.8995,7.6794,7.6795,7.677,7.676
98,10-Mar,483.0529,482.9936,264.4635,26.7842,"5,024.07","3,870.57",71.65,"14,181.05",1.4181,150.2017,912.5748,91.1589,"2,266.65",231.9315,2.3193,15.0,175.4672,13.4288,"1,518.04","30,400","6,663",76.9389,"2,083.58","1,356.56",572.6522,"1,226.37","4,689.50",,150.7226,"27,702.10",27.7021,375,6.7945,7.4278,7.4232,7.4273,7.4289
99,10-Apr,488.2252,488.5642,266.6387,26.6439,"5,024.23","3,882.57",70.7033,"14,164.78",1.4165,150.2081,903.1531,93.6554,"2,266.65",226.3775,2.2638,15.0,177.5849,13.4827,"1,525.52","30,500","6,670",77.2572,"2,079.68","1,369.14",573.1769,"1,230.41","4,669.27",,151.2725,"30,843.67",30.8437,375,6.7826,7.3464,7.3379,7.3427,7.3403
100,10-May,519.9256,519.9355,272.37,27.5345,"5,032.33","3,915.06",71.0089,"14,255.23",1.4255,151.3341,900.8229,92.8484,"2,266.65",223.1501,2.2315,15.0,177.1492,13.5374,"1,541.70","31,930","6,700",78.575,"2,173.27","1,423.46",578.3027,"1,232.86","4,969.72",,151.5307,"33,920.32",33.9203,375,7.0275,7.6397,7.627999999999999,7.6391,7.6378
101,10-Jun,537.1122,537.1388,277.4173,29.2715,"5,056.21","3,924.07",71.6583,"14,338.41",1.4338,151.3205,901.561,92.7016,"2,266.65",225.7841,2.2578,15.0,176.9781,13.5738,"1,564.13","33,013","6,700",80.9892,"2,257.10","1,455.39",583.8004,"1,232.84","5,120.86",,151.2172,"33,991.67",33.9917,375,7.0804,7.6559,7.6486,7.6541,7.6552
102,10-Jul,514.5639,514.5804,284.7658,28.4791,"5,050.64","3,927.04",72.2185,"14,453.06",1.4454,150.1953,908.656,92.5713,"2,266.65",233.5593,2.3356,15.0,176.8225,13.6353,"1,599.87","31,721","6,650",81.3903,"2,257.13","1,497.91",590.1842,"1,227.49","5,035.25",,151.3805,"34,924.19",34.9242,375,6.9712,7.5531,7.5597,7.5528,7.5532
103,10-Aug,508.2026,508.1941,286.6054,28.3148,"5,205.09","3,930.13",72.5089,"14,339.69",1.4340000000000002,150.3618,906.7183,92.1874,"2,266.65",237.0378,2.3704,15.0,176.2207,13.6528,"1,602.78","30,235","6,200",80.41,"2,227.32","1,517.38",589.0181,"1,226.56","4,906.59",,151.0639,"37,072.58",37.0726,375,6.8147,7.2986,7.2917,7.2976,7.2979
104,10-Sep,503.6551,503.8554,287.027,28.8532,"6,041.81","3,976.83",71.9533,"14,328.59",1.4329,152.2299,905.9459,90.8273,"2,266.65",237.2624,2.3726,15.0,177.0728,16.1706,"1,606.67","30,908","5,900",80.8902,"2,251.73","1,518.69",587.6973,"1,226.42","4,868.39",,151.2901,"36,398.33",36.3983,375,6.7373,7.1481,7.1455,7.1489,7.147
105,10-Oct,472.2837,472.3492,285.0456,27.5326,"6,932.59","4,066.56",71.9,"14,281.29",1.4281,152.0398,908.8219,92.2576,"2,266.65",237.07,2.3707,15.0,176.9237,16.4673,"1,601.49","30,172","5,600",80.6604,"2,260.48","1,494.76",587.7826,"1,227.21","4,696.67",,151.3623,"36,035.48",36.0355,375,6.5429,6.9125,6.9128,6.9315,6.9311
106,10-Nov,479.0022,478.8914,280.4011,28.1083,"7,027.08","4,163.13",69.9277,"14,408.29",1.4408,150.6329,918.9172,92.2971,"2,266.65",237.38,2.3738,15.0,177.5179,16.5357,"1,602.62","31,840","5,575",80.4014,"2,288.87","1,491.82",589.9569,"1,230.61","4,695.54",,151.7944,"35,805.00",35.805,375,6.5982,6.9689999999999985,6.9694,6.9754,6.9741
107,10-Dec,496.4388,496.031,282.274,28.0846,"7,064.32","4,185.86",69.7405,"14,605.61",1.4606,152.6131,912.6221,92.3361,"2,266.65",244.6221,2.4485,15.0,177.2862,16.5867,"1,601.39","31,292","5,800",80.525,"2,303.26","1,463.06",593.3774,"1,231.31","4,736.10",,151.3389,"34,011.29",34.0113,375,6.5819,6.8416,6.8449,6.8391,6.84
108,11-Jan,491.3061,491.2699,282.2774,27.8162,"7,341.77","4,217.00",72.0887,"14,992.45",1.4992,152.5251,923.171,92.9091,"2,266.65",250.6455,2.5065,15.0,176.8502,16.656,"1,602.60","30,250","5,550",80.9976,"2,328.38","1,490.40",595.2688,"1,226.94","4,769.43",,151.346,"32,424.19",32.4242,375,6.6214,6.9026,6.8956,6.9018,6.9036
109,11-Feb,480.7221,480.7509,283.0686,27.9626,"7,472.94","4,254.80",72.3393,"15,254.55",1.5255,152.679,932.4654,93.2422,"2,266.65",259.8525,2.5985,15.0,175.6866,16.6985,"1,601.38","30,000","5,300",81.4282,"2,343.22","1,506.93",599.2569,"1,230.80","4,773.65",,151.6092,"31,555.36",31.5554,375,6.7665,7.1977,7.1932,7.197,7.1965
110,11-Mar,468.7229,468.5601,283.8453,27.8617,"6,882.51","4,285.84",72.0806,"15,234.73",1.5235,154.999,928.2405,93.2209,"2,266.65",275.0484,2.7362,15.0,176.1231,16.7532,"1,601.70","30,250","5,200",84.2299,"2,394.36","1,509.36",598.7044,"1,233.15","4,758.91",,151.4832,"30,977.42",30.9774,375,6.5999,6.9222,6.9187,6.9225,6.9224
111,11-Apr,454.6943,454.7582,276.0625,27.7667,"6,629.01","4,346.83",71.9033,"15,103.40",1.5103,154.6035,926.7491,93.2715,"2,266.65",268.051,2.6805,15.0,176.3673,16.8278,"1,601.16","31,748","5,950",83.8221,"2,370.44","1,507.43",599.3098,"1,229.22","4,710.75",,151.4716,"30,976.67",30.9767,375,6.4794,6.7369,6.7237,6.7369,6.737
112,11-May,456.9309,456.9335,273.1435,27.8253,"6,767.74","4,348.81",72.2742,"15,110.95",1.5111,156.1648,928.5019,93.2787,"2,266.65",268.1784,2.6818,15.0,176.0014,16.9038,"1,602.54","32,901","6,050",85.2633,"2,391.80","1,525.65",600.521,"1,229.67","4,753.05",,151.7036,"30,147.10",30.1471,375,6.5578,6.8629,6.8453,6.8637,6.8635
113,11-Jun,456.3917,456.3492,274.601,27.8573,"6,767.54","4,347.17",72.4833,"15,159.21",1.5159,155.94799999999995,926.8428,93.2887,"2,266.65",267.7472,2.6775,15.0,176.01,16.9368,"1,609.23","33,413","5,900",88.7549,"2,442.53","1,579.44",599.9538,"1,230.91","4,808.75",,151.1248,"29,000.00",29.0,375,6.5381,6.7953,6.7953,6.7976,6.7975
114,11-Jul,458.9073,459.0375,276.2874,27.7384,"6,776.23","4,356.40",72.6613,"15,155.32",1.5155,152.256,929.1274,93.3111,"2,266.65",267.7614,2.6776,15.0,176.3602,17.0188,"1,622.66","32,546","5,775",89.8663,"2,586.32","1,582.12",600.0598,"1,231.15","4,830.05",,151.7015,"27,917.74",27.9177,375,6.5548,6.7869,6.7825,6.7893,6.7882
115,11-Aug,456.9505,456.9573,279.103,28.2837,"6,793.47","4,375.11",72.4774,"15,219.96",1.5219999999999998,152.9367,932.353,93.3322,"2,266.65",267.1497,2.6715,15.0,175.0025,17.0574,"1,631.44","31,089","5,650",92.7397,"2,745.04","1,607.81",597.6908,"1,230.21","4,905.48",,159.7676,"26,882.26",26.8823,375,6.6989,7.0646,7.0749,7.0643,7.0527
116,11-Sep,474.5561,474.5529,283.4237,29.0638,"7,010.95","4,478.18",72.1067,"15,571.47",1.5571,155.9943,931.9766,94.0962,"2,266.65",267.9024,2.679,15.0,177.3184,17.1426,"1,628.77","30,254","5,625",95.9967,"2,811.01","1,636.16",599.4694,"1,233.58","4,939.93",,165.5968,"26,870.00",26.87,375,7.0073,7.5105,7.5029,7.5104,7.508999999999999
117,11-Oct,478.8683,478.7049,288.6685,28.8664,"6,931.98","4,457.03",72.1823,"16,111.93",1.6112,160.2066,931.4864,94.9589,"2,266.65",267.4421,2.6744,15.0,177.72,17.1662,"1,619.00","28,195","5,275",101.1624,"2,810.63","1,703.41",599.4634,"1,230.91","4,935.95",,166.3242,"26,679.03",26.679,375,7.3056,7.9621,7.9598,7.9638,7.9589
118,11-Nov,482.6419,482.6531,287.4221,29.0925,"6,911.72","4,385.92",71.7733,"16,178.59",1.6179,158.8009,932.24,95.1643,"2,266.65",267.8937,2.6789,15.0,177.72,17.2428,"1,624.75","24,446","5,675",93.8846,"2,586.05","1,741.10",602.1863,"1,241.65","5,022.71",,165.93,"26,677.50",26.6775,375,7.4149,8.1369,8.1324,8.1365,8.1348
119,11-Dec,497.3406,497.3396,288.4234,29.0841,"7,158.61","4,350.32",72.1452,"16,438.38",1.6438,162.6347,925.8782,95.165,"2,266.65",268.0643,2.6806,15.0,177.72,17.2928,"1,629.07","25,185","5,725",86.7547,"2,456.73","1,619.12",602.8702,"1,305.73","5,119.38",,164.8904,"26,658.55",26.6585,375,7.5077,8.2188,8.1902,8.2191,8.2189
120,12-Jan,508.6278,508.6292,290.4026,29.7925,"7,261.22","4,373.55",72.9597,"16,879.97",1.6880000000000002,161.4216,927.5661,95.1689,"2,266.65",267.8923,2.6789,15.0,177.7156,17.3135,"1,629.46","25,029","5,875",86.2803,"2,419.77","1,590.36",602.7448,"1,316.75","5,129.33",,164.6919,"26,885.65",26.8856,375,7.4531,8.0276,8.0252,8.027999999999999,8.0279
121,12-Feb,496.4615,496.4652,292.4006,30.743,"7,175.75","4,363.79",73.431,"17,001.09",1.7001,158.83100000000005,930.232,95.2783,"2,266.65",268.0061,2.6801,15.0,177.7137,17.3974,"1,626.94","24,392","6,011",83.1485,"2,325.63","1,592.38",602.8122,"1,308.05","5,216.56",,165.9878,"26,989.66",26.9897,375,7.2446,7.6754,7.6648,7.6746,7.6746
122,12-Mar,496.3658,496.3646,293.2484,31.0817,"7,105.42","4,370.23",73.6484,"17,370.80",1.7371,157.6089,930.5967,95.2559,"2,266.65",268.5253,2.6853,15.0,177.72,17.4349,"1,625.71","22,483","6,250",82.911,"2,471.68","1,592.77",604.4087,"1,307.67","5,279.72",,166.715,"27,308.06",27.3065,375,7.2258,7.5984,7.5922,7.5987,7.5987
123,12-Apr,498.3214,498.1972,291.6062,29.5905,"7,074.69","4,381.00",74.0767,"18,054.47",1.8055,157.531,928.9632,95.3229,"2,266.65",268.6576,2.6866,15.0,177.9373,17.5129,"1,627.27","22,275","6,400",83.2226,"2,504.71","1,586.69",605.5002,"1,364.51","5,252.04",,166.6898,"27,681.17",27.6812,375,7.3671,7.8264,7.829,7.8268,7.8259
124,12-May,510.5845,510.5855,293.5039,29.843000000000004,"7,054.62","4,359.74",74.5806,"18,849.34",1.8849,158.3907,929.5898,95.3368,"2,266.65",268.1823,2.6818,15.0,177.72,17.6305,"1,622.68","22,193","6,600",84.26899999999998,"2,479.51","1,584.21",604.8914,"1,399.88","5,203.99",,234.1481,"27,390.97",27.391,375,7.5665,8.1114,8.1267,8.1118,8.1115
125,12-Jun,523.6312,523.6342,293.9449,30.9682,"7,166.04","4,368.32",74.8417,"19,158.49",1.9158,162.0182,934.279,95.3514,"2,266.65",267.2491,2.6725,15.0,177.72,17.7255,"1,622.47","22,392","6,600",84.8537,"2,482.62","1,580.49",603.5988,"1,416.16","5,252.89",,269.7811,"27,806.67",27.8067,375,7.775,8.4079,8.4029,8.4075,8.408
126,12-Jul,532.6779,532.678,296.9492,31.4814,"7,185.69","4,361.45",74.3484,"19,526.29",1.9526,161.4954,929.0335,95.3678,"2,266.65",423.882,4.2733,15.0,177.72,17.8946,"1,625.32","22,348","6,575",84.1919,"2,475.57","1,583.90",607.9531,"1,429.62","4,891.85",,270.9163,"27,825.97",27.826,375,7.7238,8.2511,8.2394,8.2528,8.2536
127,12-Aug,529.953,529.4402,301.127,32.181,"7,107.19","4,358.52",74.1526,"19,458.15",1.9458,158.8965,929.9737,95.3789,"2,266.65",442.8968,4.4289999999999985,15.0,179.15900000000005,17.9445,"1,624.10","22,444","6,500",84.1332,"2,492.85","1,573.38",608.9568,"1,442.02","4,916.05",,270.3866,"28,349.68",28.3497,375,7.7154,8.2708,8.253,8.2689,8.2697
128,12-Sep,510.4894,510.4868,301.9012,33.0418,"7,109.48","4,347.27",73.725,"19,128.06",1.9128,157.569,929.7236,95.3958,"2,266.65",441.6957,4.417,15.0,177.72,18.0035,"1,622.28","22,527","6,125",84.6147,"2,512.31","1,571.32",609.5536,"1,456.53","5,021.23",,281.0509,"28,665.00",28.665,375,7.6715,8.281,8.2786,8.2825,8.2845
129,12-Oct,505.792,505.7893,301.107,33.3893,"7,098.99","4,347.90",73.0016,"18,886.92",1.8887,157.2326,929.5653,95.439,"2,266.65",441.4454,4.4145,15.0,177.7687,18.0896,"1,621.33","22,458","6,160",85.13600000000002,"2,579.85","1,578.33",618.7515,"1,484.32","5,160.76",,300.453,"28,877.10",28.8771,375,7.8421,8.6331,8.6521,8.6323,8.6373
130,12-Nov,511.33,511.3272,298.5441,30.5097,"7,117.80","4,322.48",73.8917,"18,875.32",1.8875,157.4306,931.4165,95.5323,"2,266.65",441.3074,4.4131,15.0,177.8403,18.155,"1,613.90","22,471","6,625",85.5781,"2,615.78","1,596.78",619.1402,"1,497.35","5,195.80",,316.6381,"29,776.00",29.776,375,7.9477,8.7876,8.7973,8.7886,8.7888
131,12-Dec,500.5294,500.5325,298.5097,30.9279,"6,874.87","4,339.97",73.4355,"18,966.96",1.8967,157.2296,930.9352,95.7885,"2,266.65",441.2899,4.4129,15.0,177.8757,18.2294,"1,613.10","22,437","6,475",85.9537,"2,672.75","1,593.59",621.0069,"1,525.48","5,206.54",,326.4639,"29,475.00",29.5056,375,7.8532,8.6461,8.6441,8.6431,8.6426
132,13-Jan,494.0894,494.0932,301.915,32.7547,"7,157.34","4,345.32",73.3474,"19,018.90",1.9019,156.7438,924.2643,95.8238,"2,266.65",441.0208,4.4102,15.0,177.717,18.2849,"1,599.35","21,275","6,625",86.8608,"2,680.84","1,598.47",622.3793,"1,517.68",,5.2833,335.3873,"29,477.10",29.8074,375,7.9144,8.7619,8.7617,8.7619,8.7619
133,13-Feb,490.1014,490.0615,300.0906,33.2366,"7,108.21","4,320.70",74.1246,"19,076.42",1.9076,157.4011,920.8963,95.9481,"2,266.65",441.6318,4.4163,15.0,177.9586,18.3908,"1,597.68","17,695","6,600",87.4727,"2,659.95","1,621.34",629.243,"1,568.84",,5.3367,364.9217,"30,229.11",30.2291,375,8.0108,8.8797,8.8797,8.8797,8.8797
134,13-Mar,505.5708,505.4951,292.236,33.1172,"7,119.97","4,319.32",74.1377,"19,294.01",1.9294,158.3623,929.6699,95.972,"2,266.65",441.4197,4.4142,15.0,177.8014,18.4463,"1,592.93","15,904","6,875",85.7682,"2,637.80","1,621.90",643.5833,"1,553.23",,5.3781,380.0078,"29,915.16",29.9152,375,8.2046,9.1743,9.1743,9.1743,9.1743
135,13-Apr,504.2472,504.2523,277.3776,33.0204,"7,088.51","4,326.07",74.1843,"19,490.11",1.949,158.2239,926.8638,96.0073,"2,266.65",441.224,4.4122,15.0,177.7211,18.53,"1,552.15","17,163","6,950",84.3077,"2,576.38","1,621.70",641.6803,"1,574.20",,5.3609,400.3442,"30,475.00",30.475,375,8.175,9.1136,9.1136,9.1136,9.1136
136,13-May,505.2559,505.193,296.6727,33.5558,"7,073.99","4,316.35",74.5284,"19,867.49",1.9867,158.0557,923.4878,96.0968,"2,266.65",441.5564,4.4155,15.0,177.9668,18.6289,"1,490.92","18,242","6,575",84.0522,"2,587.25","1,629.89",646.4566,"1,573.97",,5.3216,370.2379,"30,069.68",30.0697,375,8.2711,9.2866,9.2866,9.2866,9.2866
137,13-Jun,497.8627,497.8589,298.7397,36.0032,"7,009.07","4,330.27",74.9947,"20,082.38",2.0082,160.2038,927.0786,96.2361,"2,266.65",440.9755,4.4098,15.0,178.3558,18.6969,"1,436.69","18,883","6,600",85.5047,"2,595.74","1,635.16",649.116,"1,558.33",,5.412000000000001,329.579,"29,640.33",29.6703,375,8.5984,10.0248,10.0248,10.0248,10.0248
138,13-Jul,501.7341,501.7608,297.8543,32.9645,"6,974.54","4,330.97",74.8887,"20,491.27",2.0491,161.2605,927.0527,96.3239,"2,266.65",440.7922,4.4079,15.0,179.1123,18.7603,"1,390.38","19,240","6,640",86.8628,"2,589.11","1,622.62",649.6367,"1,547.29",,5.4825,330.0855,"29,886.94",29.8869,375,8.5752,9.9277,9.9277,9.9277,9.9277
139,13-Aug,492.4296,492.5018,300.7269,33.0196,"6,987.71","4,320.68",77.866,"21,143.77",2.1144,160.8541,924.3763,96.1812,"2,266.65",440.6836,4.4068,15.0,179.0432,18.8128,"1,342.53","19,479","6,525",87.4475,"2,577.07","1,617.05",647.5345,"1,536.60",,5.4306,329.6727,"29,811.13",29.8111,375,8.5868,10.0489,10.0489,10.0489,10.0489
140,13-Sep,491.5775,491.4493,292.444,32.6396,"6,958.93","4,329.20",78.6267,"21,679.83",2.168,162.1647,931.7591,96.7063,"2,266.65",440.6843,4.4068,15.0,178.8287,18.8674,"1,283.69","19,853","6,325",87.3783,"2,568.65","1,613.42",656.1725,"1,536.39",,5.3284,335.6154,"29,787.33",29.7873,375,8.5664,9.9974,9.9974,9.9974,9.9974
141,13-Oct,481.1854,481.19,299.7524,32.7168,"6,986.82","4,334.94",80.3387,"21,888.08",2.1888,160.1273,928.4756,97.3094,"2,266.65",441.1569,4.4116,15.0,178.5513,18.9448,"1,243.09","21,000","6,500",85.2933,"2,537.32","1,608.42",671.414,"1,544.74",,5.3099,369.0628,"29,671.45",29.6715,375,8.4835,9.9059,9.9059,9.9059,9.9059
142,13-Nov,486.0419,485.974,299.2755,34.8942,"6,995.50","4,337.63",80.8257,"22,498.22",2.2498,158.8247,927.868,96.7379,"2,266.65",497.5571,4.9756,15.0,178.116,19.0273,"1,224.53","21,035","6,575",86.1095,"2,522.87","1,607.77",673.8347,"1,549.43",,5.5205,387.0956,"29,971.67",29.9717,375,8.6307,10.1925,10.1925,10.1925,10.1925
