Country,Admin 1,Market,Commodity,Price Type,Year,Month,Price,Unit,Currency,Data Source
Viet Nam,Dong Thap,Dong Thap,Rice,Wholesale,2014,04,7225,KG,VND,Agroinfo via FAO: GIEWS/FPMA
Viet Nam,Dong Thap,Dong Thap,Rice,Wholesale,2014,05,7200,KG,VND,Agroinfo via FAO: GIEWS/FPMA
Viet Nam,Dong Thap,Dong Thap,Rice,Wholesale,2014,06,7162.5,KG,VND,Agroinfo via FAO: GIEWS/FPMA
Viet Nam,Dong Thap,Dong Thap,Rice,Wholesale,2014,07,7550,KG,VND,Agroinfo via FAO: GIEWS/FPMA
Viet Nam,Dong Thap,Dong Thap,Rice,Wholesale,2014,08,8120,KG,VND,Agroinfo via FAO: GIEWS/FPMA
Viet Nam,Dong Thap,Dong Thap,Rice,Wholesale,2014,09,8000,KG,VND,Agroinfo via FAO: GIEWS/FPMA
Viet Nam,Dong Thap,Dong Thap,Rice,Wholesale,2014,10,7900,KG,VND,Agroinfo via FAO: GIEWS/FPMA
Viet Nam,Dong Thap,Dong Thap,Rice,Wholesale,2014,11,7660,KG,VND,Agroinfo via FAO: GIEWS/FPMA
Viet Nam,Dong Thap,Dong Thap,Rice,Wholesale,2014,12,7187.5,KG,VND,Agroinfo via FAO: GIEWS/FPMA
Viet Nam,Dong Thap,Dong Thap,Rice,Wholesale,2015,01,6950,KG,VND,Agroinfo via FAO: GIEWS/FPMA
Viet Nam,Dong Thap,Dong Thap,Rice,Wholesale,2015,02,6650,KG,VND,Agroinfo via FAO: GIEWS/FPMA
Viet Nam,Dong Thap,Dong Thap,Rice,Wholesale,2015,03,6937.5,KG,VND,Agroinfo via FAO: GIEWS/FPMA
Viet Nam,Dong Thap,Dong Thap,Rice,Wholesale,2015,04,6912.5,KG,VND,Agroinfo via FAO: GIEWS/FPMA
Viet Nam,Dong Thap,Dong Thap,Rice,Wholesale,2015,05,6712.5,KG,VND,Agroinfo via FAO: GIEWS/FPMA
Viet Nam,Dong Thap,Dong Thap,Rice,Wholesale,2015,06,6737.5,KG,VND,Agroinfo via FAO: GIEWS/FPMA
Viet Nam,Dong Thap,Dong Thap,Rice,Wholesale,2015,07,6750,KG,VND,Agroinfo via FAO: GIEWS/FPMA
Viet Nam,Dong Thap,Dong Thap,Rice,Wholesale,2015,08,6750,KG,VND,Agroinfo via FAO: GIEWS/FPMA
Viet Nam,Dong Thap,Dong Thap,Rice,Wholesale,2015,09,6750,KG,VND,Agroinfo via FAO: GIEWS/FPMA
Viet Nam,Dong Thap,Dong Thap,Rice,Wholesale,2015,10,6975,KG,VND,Agroinfo via FAO: GIEWS/FPMA
Viet Nam,Dong Thap,Dong Thap,Rice,Wholesale,2015,11,7500,KG,VND,Agroinfo via FAO: GIEWS/FPMA
Viet Nam,Dong Thap,Dong Thap,Rice,Wholesale,2015,12,7525,KG,VND,Agroinfo via FAO: GIEWS/FPMA
Viet Nam,Dong Thap,Dong Thap,Rice,Wholesale,2016,01,7462.5,KG,VND,Agroinfo via FAO: GIEWS/FPMA
Viet Nam,Dong Thap,Dong Thap,Rice,Wholesale,2016,02,7325,KG,VND,Agroinfo via FAO: GIEWS/FPMA
Viet Nam,Dong Thap,Dong Thap,Rice,Wholesale,2016,03,7330,KG,VND,Agroinfo via FAO: GIEWS/FPMA
Viet Nam,Dong Thap,Dong Thap,Rice,Wholesale,2016,04,7350,KG,VND,Agroinfo via FAO: GIEWS/FPMA
Viet Nam,Dong Thap,Dong Thap,Rice,Wholesale,2016,05,7275,KG,VND,Agroinfo via FAO: GIEWS/FPMA
Viet Nam,Dong Thap,Dong Thap,Rice,Wholesale,2016,06,7237.5,KG,VND,Agroinfo via FAO: GIEWS/FPMA
Viet Nam,Dong Thap,Dong Thap,Rice,Wholesale,2016,07,7200,KG,VND,Agroinfo via FAO: GIEWS/FPMA
Viet Nam,Dong Thap,Dong Thap,Rice,Wholesale,2016,08,7150,KG,VND,Agroinfo via FAO: GIEWS/FPMA
Viet Nam,Dong Thap,Dong Thap,Rice,Wholesale,2016,09,6962.5,KG,VND,Agroinfo via FAO: GIEWS/FPMA
Viet Nam,Dong Thap,Dong Thap,Rice,Wholesale,2016,10,6840,KG,VND,Agroinfo via FAO: GIEWS/FPMA
Viet Nam,Dong Thap,Dong Thap,Rice,Wholesale,2016,11,7037.5,KG,VND,Agroinfo via FAO: GIEWS/FPMA
Viet Nam,Dong Thap,Dong Thap,Rice,Wholesale,2016,12,6940,KG,VND,Agroinfo via FAO: GIEWS/FPMA
Viet Nam,Dong Thap,Dong Thap,Rice,Wholesale,2017,01,6916.6699,KG,VND,Agroinfo via FAO: GIEWS/FPMA
Viet Nam,Dong Thap,Dong Thap,Rice,Wholesale,2017,02,7083.3301,KG,VND,Agroinfo via FAO: GIEWS/FPMA
Viet Nam,Dong Thap,Dong Thap,Rice,Wholesale,2017,03,7133.3301,KG,VND,Agroinfo via FAO: GIEWS/FPMA
Viet Nam,Dong Thap,Dong Thap,Rice,Wholesale,2017,04,7083.3301,KG,VND,Agroinfo via FAO: GIEWS/FPMA
Viet Nam,Dong Thap,Dong Thap,Rice,Wholesale,2017,05,6860,KG,VND,Agroinfo via FAO: GIEWS/FPMA
Viet Nam,Dong Thap,Dong Thap,Rice,Wholesale,2017,06,7425,KG,VND,Agroinfo via FAO: GIEWS/FPMA
Viet Nam,Dong Thap,Dong Thap,Rice,Wholesale,2017,07,8030,KG,VND,Agroinfo via FAO: GIEWS/FPMA
Viet Nam,Dong Thap,Dong Thap,Rice,Wholesale,2017,08,7883.3301,KG,VND,Agroinfo via FAO: GIEWS/FPMA
Viet Nam,Dong Thap,Dong Thap,Rice,Wholesale,2017,09,7740,KG,VND,Agroinfo via FAO: GIEWS/FPMA
Viet Nam,Dong Thap,Dong Thap,Rice,Wholesale,2017,10,7975,KG,VND,Agroinfo via FAO: GIEWS/FPMA
Viet Nam,Dong Thap,Dong Thap,Rice,Wholesale,2017,11,8187.5,KG,VND,Agroinfo via FAO: GIEWS/FPMA
Viet Nam,Dong Thap,Dong Thap,Rice,Wholesale,2017,12,8080,KG,VND,Agroinfo via FAO: GIEWS/FPMA
Viet Nam,Dong Thap,Dong Thap,Rice,Wholesale,2018,01,7962.5,KG,VND,Agroinfo via FAO: GIEWS/FPMA
Viet Nam,Dong Thap,Dong Thap,Rice,Wholesale,2018,02,7950,KG,VND,Agroinfo via FAO: GIEWS/FPMA
Viet Nam,Dong Thap,Dong Thap,Rice,Wholesale,2018,03,8850,KG,VND,Agroinfo via FAO: GIEWS/FPMA
