,REGION,DEPARTEMENT,MARCHE,DATE,MIL_DETAIL,RIZ_IMP_BR ORD.
433,SL,ST.LOUIS,ST.LOUIS,16-Nov-00,115,225.0
434,ZG,ZIGUINCHOR,ST.MAUR,16-Nov-00,140,210.0
435,FK,FATICK,FATICK,19-Nov-00,100,195.0
436,DL,MBACKE,TOUBA,19-Nov-00,90,200.0
437,LG,LOUGA,LOUGA,22-Nov-00,125,200.0
438,DK,PIKINE,THIAROYE,22-Nov-00,125,215.0
439,DK,DAKAR,TILENE,22-Nov-00,120,215.0
440,SL,ST.LOUIS,ST.LOUIS,22-Nov-00,125,200.0
441,KD,VELINGARA,DIAOBE,22-Nov-00,125,210.0
442,DL,DIOURBEL,DIOURBEL,23-Nov-00,80,170.0
443,KL,KAOLACK,KAOLACK,23-Nov-00,110,200.0
444,KD,KOLDA,KOLDA,23-Nov-00,125,210.0
445,TH,THIES,THIES,23-Nov-00,110,225.0
446,ZG,ZIGUINCHOR,ST.MAUR,23-Nov-00,140,210.0
447,DL,MBACKE,TOUBA,24-Nov-00,90,200.0
448,FK,FATICK,FATICK,26-Nov-00,100,195.0
449,LG,LOUGA,LOUGA,28-Nov-00,115,200.0
450,DK,PIKINE,THIAROYE,28-Nov-00,125,210.0
451,DK,DAKAR,TILENE,29-Nov-00,125,210.0
452,KD,VELINGARA,DIAOBE,29-Nov-00,125,210.0
453,DL,DIOURBEL,DIOURBEL,30-Nov-00,80,170.0
454,KL,KAOLACK,KAOLACK,30-Nov-00,95,200.0
455,KD,KOLDA,KOLDA,30-Nov-00,125,210.0
456,TH,THIES,THIES,30-Nov-00,110,225.0
457,SL,ST.LOUIS,ST.LOUIS,30-Nov-00,125,200.0
458,ZG,ZIGUINCHOR,ST.MAUR,30-Nov-00,140,210.0
459,DL,MBACKE,TOUBA,02-Dec-00,90,200.0
460,DL,DIOURBEL,DIOURBEL,07-Dec-00,85,185.0
461,LG,LOUGA,LOUGA,07-Dec-00,115,200.0
462,DL,MBACKE,TOUBA,13-Dec-00,95,200.0
463,DL,DIOURBEL,DIOURBEL,14-Dec-00,80,200.0
464,LG,LOUGA,LOUGA,14-Dec-00,115,200.0
465,DL,MBACKE,TOUBA,16-Dec-00,90,200.0
466,KD,VELINGARA,DIAOBE,20-Dec-00,140,225.0
467,DL,DIOURBEL,DIOURBEL,21-Dec-00,85,190.0
468,LG,LOUGA,LOUGA,21-Dec-00,115,200.0
469,ZG,ZIGUINCHOR,ST.MAUR,22-Dec-00,135,210.0
470,FK,FATICK,FATICK,24-Dec-00,100,195.0
471,KD,KOLDA,KOLDA,26-Dec-00,125,210.0
472,DK,PIKINE,THIAROYE,26-Dec-00,125,210.0
473,DK,DAKAR,TILENE,26-Dec-00,125,210.0
474,SL,ST.LOUIS,ST.LOUIS,26-Dec-00,125,210.0
475,TH,THIES,THIES,27-Dec-00,115,220.0
476,KL,KAOLACK,KAOLACK,29-Dec-00,95,200.0
477,DL,MBACKE,TOUBA,29-Dec-00,95,200.0
478,FK,FATICK,FATICK,31-Dec-00,100,195.0
479,DK,PIKINE,THIAROYE,02-Jan-01,125,210.0
480,DK,DAKAR,TILENE,02-Jan-01,125,210.0
481,KD,VELINGARA,DIAOBE,03-Jan-01,125,200.0
482,DL,DIOURBEL,DIOURBEL,04-Jan-01,100,160.0
483,KL,KAOLACK,KAOLACK,04-Jan-01,95,200.0
484,KD,KOLDA,KOLDA,04-Jan-01,125,210.0
485,LG,LOUGA,LOUGA,04-Jan-01,115,200.0
486,TH,THIES,THIES,04-Jan-01,115,225.0
487,SL,ST.LOUIS,ST.LOUIS,04-Jan-01,125,210.0
488,ZG,ZIGUINCHOR,ST.MAUR,04-Jan-01,125,215.0
489,LG,LOUGA,LOUGA,07-Jan-01,120,200.0
490,FK,FATICK,FATICK,09-Jan-01,110,195.0
491,SL,ST.LOUIS,ST.LOUIS,09-Jan-01,125,240.0
492,DK,PIKINE,THIAROYE,10-Jan-01,125,210.0
493,DK,DAKAR,TILENE,10-Jan-01,125,210.0
494,DL,MBACKE,TOUBA,10-Jan-01,95,200.0
495,DL,DIOURBEL,DIOURBEL,11-Jan-01,100,160.0
496,KL,KAOLACK,KAOLACK,11-Jan-01,95,200.0
497,KD,KOLDA,KOLDA,11-Jan-01,125,210.0
498,TH,THIES,THIES,11-Jan-01,115,225.0
499,ZG,ZIGUINCHOR,ST.MAUR,11-Jan-01,125,210.0
500,DL,MBACKE,TOUBA,13-Jan-01,140,200.0
501,FK,FATICK,FATICK,21-Jan-01,125,190.0
502,SL,ST.LOUIS,ST.LOUIS,23-Jan-01,125,240.0
503,DK,PIKINE,THIAROYE,24-Jan-01,125,210.0
504,TH,THIES,THIES,24-Jan-01,115,225.0
505,DK,DAKAR,TILENE,24-Jan-01,125,210.0
506,DL,MBACKE,TOUBA,24-Jan-01,95,200.0
507,DL,DIOURBEL,DIOURBEL,25-Jan-01,95,180.0
508,KL,KAOLACK,KAOLACK,25-Jan-01,95,200.0
509,KD,KOLDA,KOLDA,25-Jan-01,125,215.0
510,LG,LOUGA,LOUGA,25-Jan-01,120,200.0
511,ZG,ZIGUINCHOR,ST.MAUR,25-Jan-01,125,210.0
512,DL,MBACKE,TOUBA,26-Jan-01,95,200.0
513,FK,FATICK,FATICK,28-Jan-01,120,190.0
514,TH,THIES,THIES,31-Jan-01,115,225.0
515,KD,VELINGARA,DIAOBE,31-Jan-01,150,225.0
516,DL,DIOURBEL,DIOURBEL,01-Feb-01,90,190.0
517,KL,KAOLACK,KAOLACK,01-Feb-01,100,200.0
518,KD,KOLDA,KOLDA,01-Feb-01,125,215.0
519,LG,LOUGA,LOUGA,01-Feb-01,120,200.0
520,SL,ST.LOUIS,ST.LOUIS,01-Feb-01,125,240.0
521,ZG,ZIGUINCHOR,ST.MAUR,01-Feb-01,125,215.0
522,FK,FATICK,FATICK,04-Feb-01,120,190.0
523,DL,MBACKE,TOUBA,06-Feb-01,95,200.0
524,KD,KOLDA,KOLDA,07-Feb-01,125,210.0
525,DK,PIKINE,THIAROYE,07-Feb-01,125,210.0
526,DK,DAKAR,TILENE,07-Feb-01,125,210.0
527,SL,ST.LOUIS,ST.LOUIS,07-Feb-01,125,240.0
528,DL,DIOURBEL,DIOURBEL,08-Feb-01,100,190.0
529,KL,KAOLACK,KAOLACK,08-Feb-01,105,200.0
530,LG,LOUGA,LOUGA,08-Feb-01,120,200.0
531,TH,THIES,THIES,08-Feb-01,120,225.0
532,ZG,ZIGUINCHOR,ST.MAUR,08-Feb-01,125,210.0
533,FK,FATICK,FATICK,11-Feb-01,120,190.0
534,DK,PIKINE,THIAROYE,14-Feb-01,125,210.0
535,DK,DAKAR,TILENE,14-Feb-01,125,210.0
536,DL,MBACKE,TOUBA,14-Feb-01,95,200.0
537,KD,VELINGARA,DIAOBE,14-Feb-01,150,210.0
538,DL,DIOURBEL,DIOURBEL,15-Feb-01,100,190.0
539,KL,KAOLACK,KAOLACK,15-Feb-01,100,200.0
540,KD,KOLDA,KOLDA,15-Feb-01,125,200.0
541,LG,LOUGA,LOUGA,15-Feb-01,120,200.0
542,TH,THIES,THIES,15-Feb-01,105,225.0
543,SL,ST.LOUIS,ST.LOUIS,15-Feb-01,125,240.0
544,ZG,ZIGUINCHOR,ST.MAUR,15-Feb-01,125,210.0
545,DL,MBACKE,TOUBA,16-Feb-01,95,200.0
546,FK,FATICK,FATICK,18-Feb-01,120,190.0
547,DK,PIKINE,THIAROYE,21-Feb-01,125,210.0
548,DK,DAKAR,TILENE,21-Feb-01,125,210.0
549,DL,DIOURBEL,DIOURBEL,22-Feb-01,100,190.0
550,KL,KAOLACK,KAOLACK,22-Feb-01,100,200.0
551,KD,KOLDA,KOLDA,22-Feb-01,130,210.0
552,LG,LOUGA,LOUGA,22-Feb-01,115,200.0
553,LG,LOUGA,LOUGA,22-Feb-01,115,200.0
554,TH,THIES,THIES,22-Feb-01,115,220.0
555,SL,ST.LOUIS,ST.LOUIS,22-Feb-01,125,240.0
556,ZG,ZIGUINCHOR,ST.MAUR,22-Feb-01,125,210.0
557,DL,MBACKE,TOUBA,23-Feb-01,90,200.0
558,FK,FATICK,FATICK,25-Feb-01,120,190.0
559,DK,PIKINE,THIAROYE,28-Feb-01,120,210.0
560,DK,DAKAR,TILENE,28-Feb-01,120,210.0
561,KD,VELINGARA,DIAOBE,28-Feb-01,150,210.0
562,DL,DIOURBEL,DIOURBEL,01-Mar-01,95,195.0
563,KD,KOLDA,KOLDA,01-Mar-01,140,210.0
564,TH,THIES,THIES,01-Mar-01,115,220.0
565,SL,ST.LOUIS,ST.LOUIS,01-Mar-01,125,240.0
566,ZG,ZIGUINCHOR,ST.MAUR,01-Mar-01,125,210.0
567,DL,MBACKE,TOUBA,03-Mar-01,95,200.0
568,FK,FATICK,FATICK,04-Mar-01,120,190.0
569,DK,PIKINE,THIAROYE,06-Mar-01,120,210.0
570,DK,DAKAR,TILENE,06-Mar-01,120,210.0
571,DL,DIOURBEL,DIOURBEL,08-Mar-01,100,190.0
572,KL,KAOLACK,KAOLACK,08-Mar-01,100,200.0
573,KD,KOLDA,KOLDA,08-Mar-01,130,210.0
574,TH,THIES,THIES,08-Mar-01,105,225.0
575,ZG,ZIGUINCHOR,ST.MAUR,08-Mar-01,125,210.0
576,DL,MBACKE,TOUBA,16-Mar-01,105,200.0
577,FK,FATICK,FATICK,18-Mar-01,120,195.0
578,DK,PIKINE,THIAROYE,21-Mar-01,115,210.0
579,DK,DAKAR,TILENE,21-Mar-01,115,210.0
580,DL,DIOURBEL,DIOURBEL,22-Mar-01,110,185.0
581,KL,KAOLACK,KAOLACK,22-Mar-01,105,200.0
582,KD,KOLDA,KOLDA,22-Mar-01,140,225.0
583,LG,LOUGA,LOUGA,22-Mar-01,115,200.0
584,TH,THIES,THIES,22-Mar-01,115,210.0
585,SL,ST.LOUIS,ST.LOUIS,22-Mar-01,125,220.0
586,ZG,ZIGUINCHOR,ST.MAUR,22-Mar-01,140,210.0
587,FK,FATICK,FATICK,25-Mar-01,125,195.0
588,DL,MBACKE,TOUBA,25-Mar-01,110,190.0
589,SL,ST.LOUIS,ST.LOUIS,27-Mar-01,125,240.0
590,DK,PIKINE,THIAROYE,28-Mar-01,115,210.0
591,DK,DAKAR,TILENE,28-Mar-01,115,210.0
592,KD,VELINGARA,DIAOBE,28-Mar-01,150,200.0
593,DL,DIOURBEL,DIOURBEL,29-Mar-01,105,160.0
594,KL,KAOLACK,KAOLACK,29-Mar-01,100,200.0
595,KD,KOLDA,KOLDA,29-Mar-01,140,210.0
596,LG,LOUGA,LOUGA,29-Mar-01,115,200.0
597,TH,THIES,THIES,29-Mar-01,115,220.0
598,ZG,ZIGUINCHOR,ST.MAUR,29-Mar-01,140,210.0
599,DL,MBACKE,TOUBA,31-Mar-01,115,200.0
600,FK,FATICK,FATICK,02-Apr-01,120,210.0
601,DK,PIKINE,THIAROYE,05-Apr-01,125,225.0
602,TH,THIES,THIES,05-Apr-01,110,218.0
603,DK,DAKAR,TILENE,05-Apr-01,125,225.0
604,KD,VELINGARA,DIAOBE,05-Apr-01,110,225.0
605,DL,DIOURBEL,DIOURBEL,06-Apr-01,115,200.0
606,KL,KAOLACK,KAOLACK,06-Apr-01,100,200.0
607,KD,KOLDA,KOLDA,06-Apr-01,125,220.0
608,LG,LOUGA,LOUGA,06-Apr-01,120,200.0
609,SL,ST.LOUIS,ST.LOUIS,06-Apr-01,125,240.0
610,ZG,ZIGUINCHOR,ST.MAUR,06-Apr-01,125,225.0
611,DL,MBACKE,TOUBA,13-Apr-01,100,190.0
612,FK,FATICK,FATICK,15-Apr-01,125,195.0
613,KD,KOLDA,KOLDA,18-Apr-01,140,215.0
614,DK,PIKINE,THIAROYE,18-Apr-01,125,225.0
615,DK,DAKAR,TILENE,18-Apr-01,125,225.0
616,SL,ST.LOUIS,ST.LOUIS,18-Apr-01,140,240.0
617,DL,DIOURBEL,DIOURBEL,19-Apr-01,100,195.0
618,KL,KAOLACK,KAOLACK,19-Apr-01,110,200.0
619,LG,LOUGA,LOUGA,19-Apr-01,130,200.0
620,TH,THIES,THIES,19-Apr-01,115,250.0
621,ZG,ZIGUINCHOR,ST.MAUR,19-Apr-01,140,210.0
622,FK,FATICK,FATICK,22-Apr-01,125,195.0
623,DK,PIKINE,THIAROYE,25-Apr-01,130,200.0
624,DK,DAKAR,TILENE,25-Apr-01,125,200.0
625,DL,MBACKE,TOUBA,25-Apr-01,115,200.0
626,SL,ST.LOUIS,ST.LOUIS,25-Apr-01,140,240.0
627,KD,VELINGARA,DIAOBE,25-Apr-01,150,210.0
628,DL,DIOURBEL,DIOURBEL,26-Apr-01,110,190.0
629,KL,KAOLACK,KAOLACK,26-Apr-01,110,200.0
630,KD,KOLDA,KOLDA,26-Apr-01,140,210.0
631,LG,LOUGA,LOUGA,26-Apr-01,130,200.0
632,TH,THIES,THIES,26-Apr-01,115,250.0
633,ZG,ZIGUINCHOR,ST.MAUR,26-Apr-01,140,210.0
634,FK,FATICK,FATICK,28-Apr-01,125,195.0
635,DK,PIKINE,THIAROYE,02-May-01,125,200.0
636,DK,DAKAR,TILENE,02-May-01,125,200.0
637,SL,ST.LOUIS,ST.LOUIS,02-May-01,125,240.0
638,KL,KAOLACK,KAOLACK,03-May-01,110,200.0
639,KD,KOLDA,KOLDA,03-May-01,140,210.0
640,LG,LOUGA,LOUGA,03-May-01,130,200.0
641,LG,LOUGA,LOUGA,03-May-01,135,200.0
642,TH,THIES,THIES,03-May-01,115,250.0
643,ZG,ZIGUINCHOR,ST.MAUR,03-May-01,140,210.0
644,FK,FATICK,FATICK,06-May-01,125,195.0
645,SL,ST.LOUIS,ST.LOUIS,08-May-01,135,220.0
646,DK,PIKINE,THIAROYE,09-May-01,125,200.0
647,KD,VELINGARA,DIAOBE,09-May-01,150,210.0
648,KL,KAOLACK,KAOLACK,10-May-01,100,200.0
649,KD,KOLDA,KOLDA,10-May-01,140,210.0
650,TH,THIES,THIES,10-May-01,135,203.0
651,DK,DAKAR,TILENE,10-May-01,125,200.0
652,ZG,ZIGUINCHOR,ST.MAUR,10-May-01,150,210.0
653,FK,FATICK,FATICK,13-May-01,125,195.0
654,DL,MBACKE,TOUBA,15-May-01,115,195.0
655,DK,PIKINE,THIAROYE,16-May-01,125,200.0
656,DK,DAKAR,TILENE,16-May-01,125,200.0
657,SL,ST.LOUIS,ST.LOUIS,16-May-01,135,240.0
658,ZG,ZIGUINCHOR,ST.MAUR,16-May-01,140,210.0
659,DL,DIOURBEL,DIOURBEL,17-May-01,120,210.0
660,KL,KAOLACK,KAOLACK,17-May-01,110,200.0
661,KD,KOLDA,KOLDA,17-May-01,140,215.0
662,LG,LOUGA,LOUGA,17-May-01,135,200.0
663,TH,THIES,THIES,17-May-01,135,215.0
664,FK,FATICK,FATICK,20-May-01,105,195.0
665,DL,MBACKE,TOUBA,22-May-01,115,200.0
666,DK,DAKAR,TILENE,23-May-01,140,200.0
667,SL,ST.LOUIS,ST.LOUIS,23-May-01,140,240.0
668,KD,VELINGARA,DIAOBE,23-May-01,150,225.0
669,DL,DIOURBEL,DIOURBEL,24-May-01,110,210.0
670,KL,KAOLACK,KAOLACK,24-May-01,118,200.0
671,KD,KOLDA,KOLDA,24-May-01,140,210.0
672,LG,LOUGA,LOUGA,24-May-01,135,200.0
673,DK,PIKINE,THIAROYE,24-May-01,145,200.0
674,TH,THIES,THIES,24-May-01,135,215.0
675,ZG,ZIGUINCHOR,ST.MAUR,25-May-01,150,210.0
676,FK,FATICK,FATICK,27-May-01,135,195.0
677,DL,MBACKE,TOUBA,28-May-01,115,200.0
678,DL,DIOURBEL,DIOURBEL,31-May-01,110,200.0
679,KL,KAOLACK,KAOLACK,31-May-01,120,200.0
680,KD,KOLDA,KOLDA,31-May-01,140,210.0
681,TH,THIES,THIES,31-May-01,135,215.0
682,ZG,ZIGUINCHOR,ST.MAUR,31-May-01,150,210.0
683,FK,FATICK,FATICK,03-Jun-01,135,195.0
684,DK,PIKINE,THIAROYE,06-Jun-01,145,200.0
685,DK,DAKAR,TILENE,06-Jun-01,140,200.0
686,KL,KAOLACK,KAOLACK,07-Jun-01,120,200.0
687,LG,LOUGA,LOUGA,07-Jun-01,135,200.0
688,TH,THIES,THIES,07-Jun-01,135,215.0
689,SL,ST.LOUIS,ST.LOUIS,07-Jun-01,150,240.0
690,ZG,ZIGUINCHOR,ST.MAUR,07-Jun-01,150,210.0
691,DL,MBACKE,TOUBA,08-Jun-01,115,190.0
692,FK,FATICK,FATICK,10-Jun-01,135,195.0
693,DK,PIKINE,THIAROYE,13-Jun-01,145,200.0
694,DK,DAKAR,TILENE,13-Jun-01,140,200.0
695,KD,VELINGARA,DIAOBE,13-Jun-01,150,225.0
696,DL,DIOURBEL,DIOURBEL,14-Jun-01,120,190.0
697,KL,KAOLACK,KAOLACK,14-Jun-01,130,200.0
698,KD,KOLDA,KOLDA,14-Jun-01,140,225.0
699,LG,LOUGA,LOUGA,14-Jun-01,140,200.0
700,TH,THIES,THIES,14-Jun-01,145,215.0
701,ZG,ZIGUINCHOR,ST.MAUR,14-Jun-01,145,210.0
702,DL,MBACKE,TOUBA,15-Jun-01,125,190.0
703,FK,FATICK,FATICK,17-Jun-01,135,195.0
704,DK,PIKINE,THIAROYE,20-Jun-01,140,200.0
705,DK,DAKAR,TILENE,20-Jun-01,140,200.0
706,DL,DIOURBEL,DIOURBEL,21-Jun-01,125,200.0
707,KL,KAOLACK,KAOLACK,21-Jun-01,130,200.0
708,KD,KOLDA,KOLDA,21-Jun-01,150,225.0
709,LG,LOUGA,LOUGA,21-Jun-01,140,200.0
710,TH,THIES,THIES,21-Jun-01,145,215.0
711,SL,ST.LOUIS,ST.LOUIS,21-Jun-01,150,240.0
712,ZG,ZIGUINCHOR,ST.MAUR,21-Jun-01,150,210.0
713,ZG,ZIGUINCHOR,ST.MAUR,21-Jun-01,150,215.0
714,FK,FATICK,FATICK,24-Jun-01,135,200.0
715,DL,MBACKE,TOUBA,26-Jun-01,125,190.0
716,SL,ST.LOUIS,ST.LOUIS,26-Jun-01,150,240.0
717,DK,PIKINE,THIAROYE,27-Jun-01,140,200.0
718,DK,DAKAR,TILENE,27-Jun-01,140,200.0
719,KD,VELINGARA,DIAOBE,27-Jun-01,160,225.0
720,DL,DIOURBEL,DIOURBEL,28-Jun-01,125,200.0
721,KL,KAOLACK,KAOLACK,28-Jun-01,130,200.0
722,KD,KOLDA,KOLDA,28-Jun-01,150,225.0
723,LG,LOUGA,LOUGA,28-Jun-01,140,200.0
724,TH,THIES,THIES,28-Jun-01,145,215.0
725,ZG,ZIGUINCHOR,ST.MAUR,28-Jun-01,150,215.0
726,DL,MBACKE,TOUBA,29-Jun-01,125,210.0
727,FK,FATICK,FATICK,01-Jul-01,135,195.0
728,DK,PIKINE,THIAROYE,04-Jul-01,140,200.0
729,DK,DAKAR,TILENE,04-Jul-01,140,200.0
730,SL,ST.LOUIS,ST.LOUIS,04-Jul-01,150,250.0
731,KD,VELINGARA,DIAOBE,04-Jul-01,175,225.0
732,DL,DIOURBEL,DIOURBEL,05-Jul-01,130,200.0
733,LG,LOUGA,LOUGA,05-Jul-01,145,200.0
734,TH,THIES,THIES,05-Jul-01,145,225.0
735,DL,MBACKE,TOUBA,06-Jul-01,140,200.0
736,FK,FATICK,FATICK,08-Jul-01,140,195.0
737,SL,ST.LOUIS,ST.LOUIS,10-Jul-01,150,240.0
738,DK,PIKINE,THIAROYE,11-Jul-01,150,215.0
739,DK,DAKAR,TILENE,11-Jul-01,150,215.0
740,DL,DIOURBEL,DIOURBEL,12-Jul-01,130,200.0
741,KL,KAOLACK,KAOLACK,12-Jul-01,135,210.0
742,KD,KOLDA,KOLDA,12-Jul-01,160,220.0
743,LG,LOUGA,LOUGA,12-Jul-01,150,200.0
744,TH,THIES,THIES,12-Jul-01,145,225.0
745,ZG,ZIGUINCHOR,ST.MAUR,12-Jul-01,150,215.0
746,FK,FATICK,FATICK,15-Jul-01,140,195.0
747,SL,ST.LOUIS,ST.LOUIS,17-Jul-01,150,240.0
748,DK,DAKAR,TILENE,18-Jul-01,150,215.0
749,KD,VELINGARA,DIAOBE,18-Jul-01,175,220.0
750,DL,DIOURBEL,DIOURBEL,19-Jul-01,135,200.0
751,KL,KAOLACK,KAOLACK,19-Jul-01,130,220.0
752,KD,KOLDA,KOLDA,19-Jul-01,160,220.0
753,LG,LOUGA,LOUGA,19-Jul-01,160,200.0
754,TH,THIES,THIES,19-Jul-01,150,220.0
755,ZG,ZIGUINCHOR,ST.MAUR,19-Jul-01,150,215.0
756,FK,FATICK,FATICK,22-Jul-01,140,200.0
757,DL,MBACKE,TOUBA,24-Jul-01,130,190.0
758,DK,PIKINE,THIAROYE,25-Jul-01,150,215.0
759,DK,DAKAR,TILENE,25-Jul-01,150,215.0
760,DL,DIOURBEL,DIOURBEL,26-Jul-01,125,200.0
761,KL,KAOLACK,KAOLACK,26-Jul-01,130,210.0
762,KD,KOLDA,KOLDA,26-Jul-01,165,215.0
763,LG,LOUGA,LOUGA,26-Jul-01,160,200.0
764,TH,THIES,THIES,26-Jul-01,150,220.0
765,SL,ST.LOUIS,ST.LOUIS,26-Jul-01,150,240.0
766,ZG,ZIGUINCHOR,ST.MAUR,26-Jul-01,150,215.0
767,DL,MBACKE,TOUBA,28-Jul-01,125,210.0
768,FK,FATICK,FATICK,29-Jul-01,145,200.0
769,DK,PIKINE,THIAROYE,01-Aug-01,150,215.0
770,DK,DAKAR,TILENE,01-Aug-01,150,215.0
771,SL,ST.LOUIS,ST.LOUIS,01-Aug-01,150,220.0
772,DL,DIOURBEL,DIOURBEL,02-Aug-01,130,200.0
773,KL,KAOLACK,KAOLACK,02-Aug-01,130,210.0
774,KD,KOLDA,KOLDA,02-Aug-01,160,215.0
775,LG,LOUGA,LOUGA,02-Aug-01,160,200.0
776,TH,THIES,THIES,02-Aug-01,150,220.0
777,ZG,ZIGUINCHOR,ST.MAUR,02-Aug-01,150,215.0
778,DL,MBACKE,TOUBA,03-Aug-01,125,200.0
779,FK,FATICK,FATICK,07-Aug-01,145,200.0
780,KD,KOLDA,KOLDA,07-Aug-01,160,220.0
781,DK,PIKINE,THIAROYE,08-Aug-01,150,215.0
782,DK,DAKAR,TILENE,08-Aug-01,150,215.0
783,SL,ST.LOUIS,ST.LOUIS,08-Aug-01,160,240.0
784,ZG,ZIGUINCHOR,ST.MAUR,08-Aug-01,150,215.0
785,KD,VELINGARA,DIAOBE,08-Aug-01,175,220.0
786,DL,DIOURBEL,DIOURBEL,09-Aug-01,125,200.0
787,KL,KAOLACK,KAOLACK,09-Aug-01,130,210.0
788,LG,LOUGA,LOUGA,09-Aug-01,140,200.0
789,TH,THIES,THIES,09-Aug-01,150,220.0
790,DL,MBACKE,TOUBA,10-Aug-01,120,200.0
791,FK,FATICK,FATICK,12-Aug-01,145,200.0
792,DK,PIKINE,THIAROYE,15-Aug-01,150,215.0
793,DK,DAKAR,TILENE,15-Aug-01,150,215.0
794,DL,DIOURBEL,DIOURBEL,16-Aug-01,120,200.0
795,KL,KAOLACK,KAOLACK,16-Aug-01,130,210.0
796,KD,KOLDA,KOLDA,16-Aug-01,160,220.0
797,LG,LOUGA,LOUGA,16-Aug-01,150,200.0
798,SL,ST.LOUIS,ST.LOUIS,16-Aug-01,150,240.0
799,ZG,ZIGUINCHOR,ST.MAUR,16-Aug-01,150,215.0
800,TH,THIES,THIES,17-Aug-01,150,220.0
801,DL,MBACKE,TOUBA,17-Aug-01,120,200.0
802,FK,FATICK,FATICK,19-Aug-01,150,200.0
803,DK,PIKINE,THIAROYE,22-Aug-01,150,215.0
804,DK,DAKAR,TILENE,22-Aug-01,150,215.0
805,SL,ST.LOUIS,ST.LOUIS,22-Aug-01,160,240.0
806,KD,VELINGARA,DIAOBE,22-Aug-01,150,225.0
807,DL,DIOURBEL,DIOURBEL,23-Aug-01,125,200.0
808,KL,KAOLACK,KAOLACK,23-Aug-01,135,210.0
809,KD,KOLDA,KOLDA,23-Aug-01,160,220.0
810,LG,LOUGA,LOUGA,23-Aug-01,150,200.0
811,TH,THIES,THIES,23-Aug-01,150,225.0
812,ZG,ZIGUINCHOR,ST.MAUR,23-Aug-01,150,215.0
813,DL,MBACKE,TOUBA,24-Aug-01,125,200.0
814,FK,FATICK,FATICK,26-Aug-01,150,200.0
815,DK,PIKINE,THIAROYE,29-Aug-01,150,215.0
816,DK,DAKAR,TILENE,29-Aug-01,150,215.0
817,SL,ST.LOUIS,ST.LOUIS,29-Aug-01,160,220.0
818,KD,VELINGARA,DIAOBE,29-Aug-01,175,225.0
819,DL,DIOURBEL,DIOURBEL,30-Aug-01,125,200.0
820,KL,KAOLACK,KAOLACK,30-Aug-01,125,210.0
821,KD,KOLDA,KOLDA,30-Aug-01,165,220.0
822,LG,LOUGA,LOUGA,30-Aug-01,150,200.0
823,TH,THIES,THIES,30-Aug-01,140,225.0
824,ZG,ZIGUINCHOR,ST.MAUR,30-Aug-01,150,215.0
825,FK,FATICK,FATICK,02-Sep-01,140,195.0
826,DK,PIKINE,THIAROYE,05-Sep-01,150,210.0
827,DL,MBACKE,TOUBA,05-Sep-01,125,200.0
828,SL,ST.LOUIS,ST.LOUIS,05-Sep-01,160,220.0
829,DL,DIOURBEL,DIOURBEL,06-Sep-01,125,200.0
830,KL,KAOLACK,KAOLACK,06-Sep-01,125,200.0
831,KD,KOLDA,KOLDA,06-Sep-01,165,210.0
832,LG,LOUGA,LOUGA,06-Sep-01,150,200.0
833,TH,THIES,THIES,06-Sep-01,140,225.0
834,DK,DAKAR,TILENE,06-Sep-01,150,210.0
835,ZG,ZIGUINCHOR,ST.MAUR,06-Sep-01,150,215.0
836,DL,MBACKE,TOUBA,07-Sep-01,125,200.0
837,FK,FATICK,FATICK,09-Sep-01,140,200.0
838,SL,ST.LOUIS,ST.LOUIS,11-Sep-01,160,240.0
839,KD,KOLDA,KOLDA,12-Sep-01,170,215.0
840,DL,DIOURBEL,DIOURBEL,13-Sep-01,125,200.0
841,KL,KAOLACK,KAOLACK,13-Sep-01,145,200.0
842,LG,LOUGA,LOUGA,13-Sep-01,150,200.0
843,TH,THIES,THIES,13-Sep-01,140,225.0
844,ZG,ZIGUINCHOR,ST.MAUR,13-Sep-01,150,215.0
845,DL,MBACKE,TOUBA,14-Sep-01,130,200.0
846,FK,FATICK,FATICK,16-Sep-01,150,200.0
847,TH,THIES,THIES,19-Sep-01,140,215.0
848,KD,VELINGARA,DIAOBE,19-Sep-01,175,215.0
849,DL,DIOURBEL,DIOURBEL,20-Sep-01,120,200.0
850,KL,KAOLACK,KAOLACK,20-Sep-01,130,200.0
851,KD,KOLDA,KOLDA,20-Sep-01,170,210.0
852,LG,LOUGA,LOUGA,20-Sep-01,150,200.0
853,DK,PIKINE,THIAROYE,20-Sep-01,150,210.0
854,DK,DAKAR,TILENE,20-Sep-01,150,210.0
855,SL,ST.LOUIS,ST.LOUIS,20-Sep-01,150,240.0
856,ZG,ZIGUINCHOR,ST.MAUR,20-Sep-01,150,215.0
857,DL,MBACKE,TOUBA,21-Sep-01,125,200.0
858,FK,FATICK,FATICK,23-Sep-01,140,195.0
859,DK,PIKINE,THIAROYE,26-Sep-01,150,210.0
860,DK,DAKAR,TILENE,26-Sep-01,150,210.0
861,SL,ST.LOUIS,ST.LOUIS,26-Sep-01,160,250.0
862,DL,DIOURBEL,DIOURBEL,27-Sep-01,120,200.0
863,KL,KAOLACK,KAOLACK,27-Sep-01,130,200.0
864,KD,KOLDA,KOLDA,27-Sep-01,160,215.0
865,LG,LOUGA,LOUGA,27-Sep-01,150,200.0
866,TH,THIES,THIES,27-Sep-01,140,225.0
