Country,Market,Commodity,Price Type,Year,Month,Price,Unit,Currency,Data Source
Guinea,Conakry-Concasseur,Rice (imported),Retail,2017,8,,KG,GNF,
Guinea,Conakry-Concasseur,Rice (imported),Retail,2017,9,,KG,GNF,
Guinea,Conakry-Concasseur,Rice (imported),Retail,2017,10,,KG,GNF,
Guinea,Conakry-Concasseur,Rice (imported),Retail,2017,11,,KG,GNF,
Guinea,Conakry-Concasseur,Rice (imported),Retail,2017,12,,KG,GNF,
Guinea,Conakry-Concasseur,Rice (imported),Retail,2018,1,,KG,GNF,
Guinea,Conakry-Concasseur,Rice (imported),Retail,2018,2,,KG,GNF,
Guinea,Conakry-Concasseur,Rice (imported),Retail,2018,3,,KG,GNF,
Guinea,Conakry-Concasseur,Rice (imported),Retail,2018,4,,KG,GNF,
Guinea,Conakry-Concasseur,Rice (imported),Retail,2018,5,,KG,GNF,
Guinea,Conakry-Concasseur,Rice (imported),Retail,2018,6,,KG,GNF,
Guinea,Conakry-Concasseur,Rice (imported),Retail,2018,7,,KG,GNF,
Guinea,Conakry-Concasseur,Rice (imported),Retail,2018,8,,KG,GNF,
Guinea,Conakry-Concasseur,Rice (imported),Retail,2018,9,,KG,GNF,
Guinea,Conakry-Concasseur,Rice (imported),Retail,2018,10,,KG,GNF,
Guinea,Conakry-Concasseur,Rice (imported),Retail,2018,11,,KG,GNF,
Guinea,Conakry-Concasseur,Rice (imported),Retail,2018,12,,KG,GNF,
Guinea,Conakry-Concasseur,Rice (imported),Retail,2019,1,,KG,GNF,
Guinea,Conakry-Concasseur,Rice (imported),Retail,2019,2,,KG,GNF,
Guinea,Conakry-Concasseur,Rice (imported),Retail,2019,3,,KG,GNF,
Guinea,Conakry-Concasseur,Rice (imported),Retail,2019,4,,KG,GNF,
Guinea,Conakry-Concasseur,Rice (imported),Retail,2019,5,,KG,GNF,
Guinea,Conakry-Concasseur,Rice (imported),Retail,2019,6,,KG,GNF,
Guinea,Conakry-Concasseur,Rice (imported),Retail,2019,7,,KG,GNF,
Guinea,Conakry-Concasseur,Rice (imported),Retail,2019,8,,KG,GNF,
Guinea,Conakry-Concasseur,Rice (imported),Retail,2019,9,,KG,GNF,
Guinea,Conakry-Concasseur,Rice (imported),Retail,2019,10,,KG,GNF,
Guinea,Conakry-Concasseur,Rice (imported),Retail,2019,11,,KG,GNF,
Guinea,Conakry-Concasseur,Rice (imported),Retail,2019,12,,KG,GNF,
Guinea,Conakry-Concasseur,Rice (imported),Retail,2020,1,,KG,GNF,
Guinea,Conakry-Concasseur,Rice (imported),Retail,2020,2,,KG,GNF,
Guinea,Conakry-Concasseur,Rice (imported),Retail,2020,3,,KG,GNF,
Guinea,Conakry-Concasseur,Rice (imported),Retail,2020,4,,KG,GNF,
Guinea,Conakry-Concasseur,Rice (imported),Retail,2020,5,,KG,GNF,
Guinea,Conakry-Concasseur,Rice (imported),Retail,2020,6,,KG,GNF,
