,Kaffrine_ndvi,Kaolack_ndvi,Fatick_ndvi,Kaffrine_precip,Kaolack_precip,Fatick_precip
2003-12-01,2976.664095856053,3109.959071600222,3157.6133283977383,0.00034929576137064465,0.00027710568170468975,0.00021025937347212364
2004-01-01,2710.836381759156,2764.5250701312625,2894.702176382046,0.0024041320862986364,0.0017202679324104467,0.002324949973269232
2004-02-01,2449.500019327181,2526.61033244146,2542.2860548383833,0.0007236856649602442,0.00034550202184655064,0.00031792704946870346
2004-03-01,2162.018656084264,2222.483243695934,2262.701299518496,0.00044997480997420886,0.00045705827346212885,0.00032090261742187206
2004-04-01,2179.4702592724257,2197.416055129722,2238.285149494848,0.00038279538535074503,0.00022304604948280877,0.00017924433160125444
2004-05-01,2091.23140395461,2060.0685322504232,2102.5836129019112,0.0064901822731691415,0.004562433698495758,0.0009153726397725765
2004-06-01,2295.3615772450053,2123.724232643378,2280.5440961020113,0.12214736301251526,0.10842768623637786,0.07707197340114258
2004-07-01,4098.9084004239285,3480.970649229961,3154.610214673849,0.22155838980484718,0.19957497357569826,0.15562120723610584
2004-08-01,6252.478755997292,5677.8904329437155,4730.270840144405,0.28190780924401326,0.3293868215305338,0.3133083957807085
2004-09-01,6463.325584203369,6021.535277882502,5316.909711581408,0.213800479085565,0.21950615854174202,0.1962851075258262
2004-10-01,4288.135368275412,4276.985443401121,3923.3033791139296,0.016880060673992017,0.016497533045312582,0.007684506292393321
2004-11-01,3069.1300121846207,3114.106667434986,3060.8806405164787,0.0006517211212799486,0.001404280539146234,0.001991496752337452
2004-12-01,2847.644740188201,2815.8835438056103,2837.736993895369,0.0003426248161082145,0.00025658696909976316,0.00028118780870790833
2005-01-01,2443.56366461606,2474.2253619753656,2579.6350892330424,0.00028896830809239444,0.00030515299289054804,0.0005160394074192172
2005-02-01,2329.685247768663,2299.077533000899,2444.384641434164,0.004553735510058252,0.005825871634337342,0.005715351366342378
2005-03-01,2200.1555809631363,2151.5642867221522,2315.0953808087606,0.0003334835119205881,0.000354714348364606,0.00015062490029023426
2005-04-01,2103.7607499641917,2020.425468346903,2122.1031233645854,0.0003925331346184561,0.0002520996234192582,0.00022806239342373498
2005-05-01,2011.6955178639985,1879.011974648108,2150.709421625187,0.02590928221888644,0.01725849317937902,0.004715111424510882
2005-06-01,2094.3128269200524,1912.098413401869,2153.3861459179307,0.09363554339211214,0.08085746761592838,0.07532271367612366
2005-07-01,4816.534728253715,3878.822553126882,3404.3084217623145,0.33832300518221636,0.30674368541547503,0.2721354447816698
2005-08-01,5961.036520467845,5162.5030430936395,4573.156278256867,0.35335036756670685,0.3689830162416755,0.37683084014645424
2005-09-01,6561.177412635893,6102.753219909828,5293.6495661018025,0.2906338562517418,0.31870070447308047,0.2950564345056563
2005-10-01,5647.203051990656,5619.305357883607,4989.072679407258,0.07149946788837086,0.11434979374837015,0.12251981667598279
2005-11-01,4322.407884754738,4406.306105504393,4118.324238553747,0.0005125375231957348,0.0010742023806595126,0.000918234639623347
2005-12-01,3167.0373313675123,3196.1366583926283,3229.4070914818876,0.0003814443535232573,0.0004681320888277213,0.0005266223269757698
2006-01-01,2809.8882994056253,2760.206093333282,2839.7552063850017,0.0004438625305376184,0.000739374127011511,0.0008309141225295171
2006-02-01,2553.813036651066,2534.159548843344,2663.8737069831095,0.002126484660690577,0.0032662589371381927,0.003673502741847199
2006-03-01,2317.3898796923627,2300.119468583962,2355.5052208722873,0.0007894400648920341,0.0005436555898218369,0.00033413398177225396
2006-04-01,2282.1888545220163,2200.9336468831834,2306.7127673334417,0.00017069317675338341,0.0001841319970931233,0.00014348999527709672
2006-05-01,2127.01998383637,1976.651843293374,2170.2309285693095,0.0008125745326978187,0.0007548236625472958,0.0003841698131052592
2006-06-01,2345.816094838428,2540.0319165908577,2471.0858708287087,0.09684950234173968,0.11263564479746044,0.08879162310408151
2006-07-01,3969.9556639025823,3854.4632678464277,3305.534053775099,0.11083163728494035,0.12847555302508562,0.11504585254922493
2006-08-01,5824.319417513567,5163.439976331672,4821.786356326567,0.3707129058618451,0.4354248417377066,0.4130416946558114
2006-09-01,6112.113149420875,5535.166571636357,5069.90138169156,0.22449465558174644,0.27323305551919735,0.27177262192317464
2006-10-01,4644.805765853716,4639.963803697048,4361.434476978388,0.06641517903977288,0.0723323140585809,0.05953352600649433
2006-11-01,3278.2971908834134,3634.667555216791,3557.5050463070343,0.00035362958585692563,0.0005743638328815554,0.00015692575417933805
2006-12-01,2842.134245167258,2959.5168176333736,2940.7109536180997,0.0005310941156383049,0.0004530908067271117,0.0003163856806721008
2007-01-01,2496.0124179304594,2534.9852394013114,2593.2569498735097,0.0003380548673856202,0.00023924415653767277,0.00044671908129100007
2007-02-01,2255.961751621509,2341.6812392694937,2412.0554662605764,8.424836122358945e-05,0.00013814604878948047,0.00013179263513865935
2007-03-01,2118.262579779193,2135.991468685764,2194.3350912049777,0.0002923650611011286,0.0003282632937007532,0.00023370760396915
2007-04-01,2126.023735602611,2111.173211700017,2201.3115160910957,0.00015302275337069062,0.00019403861978006774,0.00023706295015675976
2007-05-01,2070.8087796458512,1969.7207751823453,2159.298575850801,0.0014309755488090957,0.000980228797612761,0.0006566618014720389
2007-06-01,2063.8103930025995,1908.5063332752911,2145.7459154152657,0.05945090551329399,0.041575443195892375,0.02831203719204559
2007-07-01,2755.9762922031377,2672.3722857195685,2493.245299539588,0.18127145888819252,0.19008698267526855,0.15400189560938923
2007-08-01,5021.592996155212,4591.093948157752,4095.56490393859,0.26814002527439496,0.3050254277295015,0.26711366325712843
2007-09-01,6156.950758596906,5840.369695212564,5210.382381612226,0.2729434870094816,0.3470418378777212,0.34273557995761583
2007-10-01,4951.403702780181,4978.920287993313,4377.530453308341,0.025448867384563974,0.01672393428119952,0.010792369964796714
2007-11-01,3568.487862598527,3498.378521163744,3413.628457500892,0.012282690921821555,0.0085672468047102,0.004720976646999709
2007-12-01,2892.3805395635504,2845.597169430214,2895.8482806129787,0.0003397888625460763,0.0002851994794723799,0.00033910876079854804
2008-01-01,2519.260730978353,2467.104149606314,2537.78604033815,0.00017687966236956253,0.0001479166178854502,0.00022328273654757856
2008-02-01,2303.863358073949,2302.5486456561894,2383.118120347358,0.004182232220910619,0.004580953906001249,0.004255371377637487
2008-03-01,2171.1165413719996,2158.910556253861,2231.5853514792984,0.00027225038483719605,0.000333493998490167,0.0001579783366606819
2008-04-01,2008.092612477829,2008.0659636617859,2054.120957432612,0.00023414581774398836,0.00018701158296358743,0.0001120867592631481
2008-05-01,2021.6339660846702,1944.9469014187648,2124.7662139455806,0.002419985937747093,0.0015718751070910961,0.0008806821236646513
2008-06-01,2343.842629806742,2196.675956519126,2532.430732094368,0.13768741257092063,0.1304471409954198,0.10380713971420343
2008-07-01,4322.7007741220405,3707.854530969792,3734.1909177807574,0.23793460445023493,0.2888118915693623,0.2663870737883892
2008-08-01,5831.589734277292,5165.3297544062425,4477.886784231375,0.294349849190986,0.35441909450014664,0.3515934651167013
2008-09-01,6368.434823605978,5833.244233340006,5180.661329440627,0.28157903448159705,0.2861564187709199,0.26772998620210103
2008-10-01,4635.622305987794,4742.599421939072,4413.265216936938,0.07184267848870114,0.10265219742837514,0.08352694849626655
2008-11-01,3480.877585119593,3625.7843542707874,3568.3017481407783,0.000489494402523151,0.0008720452425544065,0.0009508285473791594
2008-12-01,3124.9932774548997,3093.6239934141095,3115.9102824334022,0.0004907405020417782,0.0004448776616808522,0.0002605828299750729
2009-01-01,2776.4891017115906,2716.3640711218027,2824.7174565645055,0.0003261438625658526,0.00024120037794465767,0.0002544821773591217
2009-02-01,2441.2701868165304,2404.1820577539393,2528.1319931701682,0.00033290711695411264,0.0007948629959067,0.001116822788659433
2009-03-01,2401.628205006803,2316.1775903720154,2447.738196180844,0.0007010455124169044,0.00038960785472253937,0.00019765704368538212
2009-04-01,2242.6369777725085,2132.2069778617506,2267.727916351803,0.0009691028901357699,0.0004295355881148817,0.0003075324868775611
2009-05-01,2166.70027623186,1957.9487625958232,2022.0889077973677,0.0032706058019848446,0.0017151743203551158,0.0019340699919781629
2009-06-01,2146.7376232388465,2047.0299759659213,2335.1720655892022,0.05398879876158346,0.04566504557885426,0.03279479843887969
2009-07-01,3681.0704621434274,3380.061863926733,3487.644514586389,0.19991396521363433,0.24661955162730842,0.2560753503993279
2009-08-01,5826.139706898055,5377.883738242882,4846.214445759986,0.3754307108917513,0.49758734361354157,0.5406184306041671
2009-09-01,6183.367835435141,5747.194610246125,5100.649090020354,0.2924958632580487,0.3082832684143173,0.30336550135115964
2009-10-01,4882.763590801055,4851.431939791437,4602.080154260977,0.013436270945223571,0.022912605967716625,0.02253287527446575
2009-11-01,3561.2246441330362,3513.5697240400923,3576.5286338303426,0.001605146408444479,0.003569852747044305,0.004019042038085193
2009-12-01,3048.2326710169664,2985.0452796736254,3083.310400094277,0.0013862812241227443,0.0010985557516430052,0.0011082058647409322
2010-01-01,2720.9316492385938,2667.926433192108,2775.1141763282913,0.0005618418290570559,0.0006187250436449424,0.0006354446206232164
2010-02-01,2448.6636143894693,2474.6527758243874,2651.315115908484,0.0001204066548527043,0.0001650524196362958,6.906225475653887e-05
2010-03-01,2206.9547730063414,2210.311921348376,2265.7799085702563,0.00038011111429426354,0.0005102496479394442,0.0005155026154007679
2010-04-01,2194.2372304661467,2139.7287178768424,2280.1361376912355,0.00016519984186964544,0.00017095091576839344,0.00017173746397571157
2010-05-01,1983.5245073540991,1921.9415559663194,2097.2637756802133,0.0010027033782047093,0.0017856432217380057,0.0011445857186697748
2010-06-01,2202.351282214525,2153.2483599079483,2306.8270117364827,0.13620556764037814,0.1422079622931431,0.11494260509210308
2010-07-01,4570.120338602943,3934.8859862619875,3608.223688397702,0.27563569202607174,0.2273105994075009,0.17177620546997271
2010-08-01,5769.908342176253,5087.310852124071,4676.621474280307,0.2751679767553682,0.2704412420937877,0.23466922123027148
2010-09-01,6522.675897578403,5987.874970666015,5457.240197877054,0.5096959924524128,0.646050880370516,0.6274257045404864
2010-10-01,5288.584143725454,4966.433203763633,4894.189988378272,0.06461300089782147,0.07123910205607568,0.06401264452352713
2010-11-01,4068.0768965667426,3964.08209839311,4126.714553443072,0.0011552782690384092,0.0019979434626405867,0.002871545623664346
2010-12-01,3255.973430169557,3150.91092458331,3349.695764089297,0.0004154865553864556,0.0003853321321707959,0.00036708411588974333
2011-01-01,2870.8066354966313,2696.798559782295,2892.763776924814,0.00022328509853581947,0.00023764030271788503,0.000321193476614687
2011-02-01,2533.3857972951055,2438.427951601765,2631.456247137643,9.896661267204599e-05,0.00012039807551709809,0.0001406811159569638
2011-03-01,2343.1540516069026,2278.0008421967486,2444.461970456584,0.00028216644921931705,0.0003085667337394653,0.00011402738946219711
2011-04-01,2330.113724585165,2173.141804848591,2280.7560946289896,0.00014328247919535218,0.00015871719588112762,9.875341116319601e-05
2011-05-01,2366.869541104965,2141.445771620046,2323.817339632264,0.008834583519017333,0.0054029230567471,0.0014766688518611127
2011-06-01,2319.4553836032883,2062.836314729268,2339.206922222907,0.04132570478804809,0.030538288876249563,0.01941167181311014
2011-07-01,3483.666925257402,3169.1904849587504,3113.9742635623566,0.12493337709342722,0.1293168469345642,0.12447686755107652
2011-08-01,5476.416561709406,4920.4514190240825,4316.726699832847,0.36157314994725426,0.34949177563546246,0.36322448829862997
2011-09-01,5983.535439910731,5854.146865059358,5099.848822867607,0.23369473062093568,0.23345208194312977,0.22590772781256713
2011-10-01,4445.48623703948,4895.1292007156035,4522.580640039241,0.07444963150935484,0.06727502118516887,0.05267722104767887
2011-11-01,3493.3529134326163,3606.7400679596212,3605.7639358261895,0.0008127960303322958,0.000921035062500052,0.001240119840784314
2011-12-01,2840.883938382926,2782.9568705466518,2938.8458460093143,0.0003966471846499835,0.0002533971105230143,0.00012111016296562401
2012-01-01,2534.499118250934,2447.1629120102416,2528.7620676965134,0.0002716964421435219,0.000229744643627427,0.0001916212424414414
2012-02-01,2303.857663135073,2237.5472860595646,2338.9299461141195,0.00013862072620436614,0.00030121768232978734,0.0005235277166528916
2012-03-01,2215.8821628848377,2127.130083952787,2240.340488958098,0.006372878631292602,0.005154493691703625,0.008144815517950517
2012-04-01,2217.217157676754,2121.6199376786662,2227.4797514845645,0.0011320307684330405,0.0008360038651651713,0.000814821302650425
2012-05-01,2050.3058783271176,1933.309659583385,2141.62583890496,0.015546252114569118,0.017131460817255677,0.013469769405844333
2012-06-01,2150.7125093064697,1976.301785916041,2316.81640361936,0.05937181293308639,0.08302221307598551,0.057279167335745514
2012-07-01,3610.9183549142836,3292.270994719179,3423.490493839781,0.2220163264826336,0.3247629495122392,0.3029901755180875
2012-08-01,5927.668162210237,4907.951686450764,4374.706176879585,0.28994940302039734,0.4148056099536885,0.4288270672223295
2012-09-01,6519.6075033556335,5896.4440648841455,5181.012332137834,0.292429971359455,0.30823425417145767,0.3212144074739034
2012-10-01,5319.982559371281,4819.577372172529,4621.187582107057,0.02912682304620272,0.02849889646187507,0.03041862234013807
2012-11-01,3623.5339632551545,3618.049014655759,3683.3217502225743,0.0014638962038709155,0.0019294921755622547,0.0021253611538488357
2012-12-01,3249.184757637253,3202.556852167324,3325.8573493930376,0.0005699953704826754,0.0003814229241843865,0.0004365465415187687
2013-01-01,2769.1455542136036,2703.782997472119,2856.4610946893217,0.001938856369073122,0.0024223969218177856,0.0025597611508758936
2013-02-01,2515.022760125701,2472.085905299846,2613.7068840203165,0.00010679371306932823,0.00010608693124139778,6.548850588140328e-05
2013-03-01,2397.112557408303,2321.251657703935,2486.133553615107,7.494210579807966e-05,0.00042806200330383973,0.0006400846565618473
2013-04-01,2303.9377256320913,2206.6914734832135,2396.610346083301,7.937033947688453e-05,5.4373982594768445e-05,5.9510451014703934e-05
2013-05-01,2138.5926023976654,2039.9915132942458,2302.832023944381,0.005442507123113377,0.013864140401376825,0.012252230828063876
2013-06-01,2248.77940410316,2015.084550655181,2498.7948668205063,0.034436528843830645,0.025014255843920818,0.026533643573349596
2013-07-01,3068.6508542382708,2711.7381416878607,2745.47869679399,0.1708457925686167,0.15861393298499682,0.1303140058951615
2013-08-01,5674.27882438632,5148.6575838187255,4675.927167148397,0.3401022378874704,0.4747690703569489,0.5066359530491359
2013-09-01,6413.568809132329,5756.269270181019,5215.078292102942,0.256703052508319,0.2464926028004899,0.26159766133516554
2013-10-01,5586.704281947489,5569.573258709353,5098.340007132184,0.07521781172041984,0.08080048945607395,0.07231659170362227
2013-11-01,3989.768534048262,3949.89173581871,4055.6829322961157,0.0006626252482299573,0.0015799487830049377,0.003371615411324132
2013-12-01,3076.6915873406583,3115.8492602475317,3323.3377898264653,0.0021083080010829065,0.0019373261742053277,0.00205843232715461
2014-01-01,2742.794574854164,2665.8178824946276,2937.694039024544,0.0003200704016587251,0.0003019241529557299,0.0003421654478080297
2014-02-01,2403.7185464403788,2336.8056746394973,2492.4881336196395,6.711378404672845e-05,3.082069837278191e-05,5.945718153549868e-05
2014-03-01,2223.9382761505094,2213.5009210930084,2393.3127008099345,0.00013279475559952933,0.00011896581918310886,0.00014880269188642244
2014-04-01,2205.889864130003,2171.9065969162284,2292.4358088155004,0.00016522125674598256,0.00019553675500807538,0.0002414560951059267
2014-05-01,2105.160438009647,2020.4467417655655,2244.018599518884,0.004645921737506849,0.004414438757030707,0.001191772617894604
2014-06-01,1994.855178109422,1822.3074198324935,2239.125997936727,0.021020422399942267,0.01821899932482916,0.01659255716468207
2014-07-01,2362.8242908958464,2081.6843877005695,2444.2967665668375,0.11752456985948471,0.09264369477246139,0.061082621359166284
2014-08-01,4490.363566585044,4288.348474059556,3986.5370913137713,0.28023474823809985,0.31368908710566223,0.31089366994273243
2014-09-01,5806.375013396009,5728.529194421128,4849.624221451351,0.14735528186141136,0.19355236980818594,0.20200267323392374
2014-10-01,4725.178325171945,5026.472544263119,4344.311595794546,0.07579802194139913,0.06822918766512716,0.05617996376995019
2014-11-01,3252.2606113177276,3307.686707016721,3387.176177024753,0.0005815526395188662,0.0003994675905154642,0.00032700074551653173
2014-12-01,2631.652355309861,2609.7700816145825,2896.4695524929375,0.00320572524780633,0.0019473308707795122,0.0023399730500559303
2015-01-01,2309.6822476774814,2287.7030066770108,2544.7689617243705,0.0002838025071301209,0.00023486573454600557,0.0002139620890149523
2015-02-01,2203.0241860267734,2197.6828767956777,2343.701905902529,0.00015565039042878662,0.00015457442743868732,6.74357157309709e-05
2015-03-01,2015.9666146742434,2050.2710780994958,2235.236836969506,0.0004682906346860358,0.0004615378549473682,0.0005158868922422624
2015-04-01,1913.198328814944,1911.3076964045486,2039.1789182245836,0.0002073067386057399,0.00015927678569819845,0.00018707438646883354
2015-05-01,1851.4738608972764,1846.2387779360297,2155.878699801474,0.0001730487113134502,0.00033093613608844297,0.0003056238308592724
2015-06-01,1706.5833571189842,1728.3290486431686,2012.4497057425374,0.01205476680450447,0.004649140597434613,0.0030067890939753524
2015-07-01,2350.1839054968805,2453.9587399168613,2553.2355739230397,0.11631895178702029,0.15408029980786248,0.1368702041829375
2015-08-01,5630.126011398201,4847.3583198954675,4517.891408725283,0.32309642826492874,0.41199924167072743,0.39639445335186546
2015-09-01,6410.614552027575,5872.972274069021,5270.300975107054,0.3105242990596447,0.3630579694798562,0.34199299525866017
2015-10-01,5784.728246918037,5753.78336698634,4958.849396232906,0.05137873126105645,0.07456780516627239,0.06240929176595369
2015-11-01,4111.632746384854,4418.905648398072,4016.7788189803414,0.004120346901530407,0.009923444834577452,0.010001848758616273
2015-12-01,2957.321426599719,3163.419707845869,3160.414144593279,0.0008571719655035866,0.0006853120816792061,0.0006895097647092322
2016-01-01,2771.330110106404,2859.963452415336,2949.1084941059707,0.0008134200014456579,0.0009178594582962842,0.0013159550368093827
2016-02-01,2331.0539561999612,2385.55232535143,2547.6447460925483,0.00018172838133075753,0.00016741491236405129,5.642350991153883e-05
2016-03-01,2217.1694783784037,2250.961663213498,2410.6746058248737,0.00029452695673901416,0.00035986616568399373,0.0003456004870973674
2016-04-01,2065.0732470024404,2086.5513051479265,2219.381826736112,0.0001682371259074223,0.0003068125844576229,0.0005533282858883964
2016-05-01,2052.2773710932734,2069.1145384226284,2221.6786861360333,0.0021221440929446687,0.0030542394519390216,0.001058053798485793
2016-06-01,1993.0396281303795,1935.7251938918012,2170.094516689376,0.029500543990134617,0.01240869888083694,0.010330090207076858
2016-07-01,2820.929812672538,2433.105777571044,2605.6133570999873,0.24749458452938689,0.2733855987859469,0.26291564461145034
2016-08-01,5351.640238309015,4457.490549908554,4107.20972384189,0.15979192126449587,0.20406397499528559,0.19964613195745354
2016-09-01,6551.822197758667,6043.363149999819,5266.046355712097,0.23682833590419072,0.31869102033935004,0.31379296808046286
2016-10-01,4287.635543011351,4389.843716598485,4254.554834616635,0.005786759483932668,0.0116746074665627,0.01368109622485122
2016-11-01,3328.1432734359414,3173.128969547648,3348.5726124113103,0.0007155743673217715,0.0014930600725992092,0.001336526736553545
2016-12-01,2922.1543623864954,2797.314532703799,3008.8938897643993,0.0004742901792006088,0.00026563843053857377,0.00016290298147803977
2017-01-01,2640.0067817631275,2536.023978893647,2815.8133638222835,0.0001192548862595942,9.916916027580546e-05,0.00011218805889284605
2017-02-01,2401.9162324238223,2276.6341476010616,2529.9128388860354,0.00021150828408684992,0.00018930944698034892,7.029632896743677e-05
2017-03-01,2296.7860955634924,2190.754299204089,2379.9018697686156,0.0002670845514627611,0.00029473145942139194,0.00011795480666855302
2017-04-01,2207.988898733261,2086.626881782925,2258.3891986894587,0.0003052729868688402,0.0002742131853090997,0.0001596151652487825
2017-05-01,2093.9324400893433,1980.3654237654955,2175.1894054897257,0.0103172622532662,0.010293157614887541,0.002459293456850795
2017-06-01,2358.036472685408,2110.5625428894,2449.665517775399,0.11113072063985859,0.08889688338126782,0.07605312291980403
2017-07-01,3990.0559986701264,3455.857545395141,3434.298806260675,0.22484237396391535,0.32377824966643376,0.316349689359368
2017-08-01,5851.026241165198,5370.7885991737185,4968.257573579175,0.35443975836305835,0.36391215995548254,0.3279203073848433
2017-09-01,5919.473991762561,5826.531918164608,5079.661931108659,0.10914126279182712,0.14806579566931646,0.1572726663874287
2017-10-01,4672.283218295679,4884.016471566586,4397.705397797517,0.04081268272185937,0.049313336497929953,0.04381550248808026
2017-11-01,3278.302060067167,3341.0444140500913,3374.9466269965033,0.00025817754977554145,0.001022541723433764,0.0009168747227711724
2017-12-01,2646.012224762898,2627.66831757883,2818.58203360878,0.00018591794825619456,0.00019655375099804256,9.153901051982586e-05
2018-01-01,2485.2417649482663,2444.545580789957,2689.1874266548784,0.0001025043254766254,7.895526963346916e-05,4.234876620531137e-05
2018-02-01,2316.467066805333,2275.003834849098,2540.780881178219,0.00016537051543038563,0.0002955193754471125,0.00041110821769174097
2018-03-01,2156.091608705724,2137.5736710379742,2290.4377357790327,0.00044176306360837743,0.0005338501101824451,0.00043028627962959134
2018-04-01,2083.726944631605,2056.6733030025753,2222.125746036338,0.00018049304708181782,0.00026158688603759584,0.0001605909337883928
2018-05-01,1982.1065864144173,1918.4122302838846,2087.1125106294267,1.949791927937943e-05,4.74665866334581e-05,5.5551834004754415e-05
2018-06-01,1974.2286674553966,1852.7014405661434,2108.8055986123895,0.04513600192711799,0.03606927342612512,0.03540604180864868
2018-07-01,2764.8165263401766,2798.4304836913952,2886.3920933248046,0.11292811146618503,0.10306097622054528,0.08650770942055697
2018-08-01,4798.500363081381,5198.468554418971,4286.128339441593,0.24364850394606657,0.27943134366656197,0.26955483382472567
2018-09-01,6279.52875163361,5853.011150518255,5147.599827436804,0.30369426512272535,0.36538413172611217,0.3313638842820867
2018-10-01,5519.467793169193,5232.703425674401,5042.89067778463,0.05877172195154823,0.057633212911821545,0.04885621951279363
2018-11-01,3973.3583054587434,3690.914188831443,3794.136532331042,0.0009080422539273677,0.0017650378441739516,0.0019032918137600306
2018-12-01,2913.2751220525415,2775.6831556673615,3069.0853184812336,0.00021649081504924262,0.0001982294029927913,0.00017756334634562364
2019-01-01,2565.9766891815134,2467.4014789635585,2762.922343240144,0.00023559709857817873,0.00012072596965458392,8.378167328720385e-05
2019-02-01,2338.8870555842327,2259.965202242862,2509.8772799094713,0.0002867914862289881,9.474202420544445e-05,9.15149786925665e-05
