,SRV_ndvi,Casamance_ndvi,OrientalAndSineSaloum_ndvi,SRV_precip,Casamance_precip,OrientalAndSineSaloum_precip
2013-04-01,1887.6907244391182,3680.5208273170974,2665.414835326146,0.0003729215596314497,0.00029774467135485464,0.0035012370502765923
2013-05-01,1798.3559713663342,3796.1751988191095,2618.01607946298,0.00211878080346166,0.021293908097399224,0.017426199624448357
2013-06-01,1753.6802663574776,4859.423256933322,3812.8647162405705,0.005850641041872284,0.08647306068674798,0.1291408708250775
2013-07-01,2164.7231947367836,5570.075812650232,4436.216865781812,0.08180365688191957,0.2656668436915967,0.19924406375004916
2013-08-01,3279.80373561041,6084.7650763693355,6465.215243293166,0.1443226787472967,0.5103274880710773,0.3937118705663372
2013-09-01,3287.686097532484,6919.478479697949,6679.605227378398,0.20111647456367773,0.3774132397396525,0.3692704829376489
2013-10-01,2447.9286728900165,7141.192324858845,5972.37149549395,0.015835061824500056,0.12699190436645025,0.07987969113288525
2013-11-01,2295.0744545466423,6352.410005575816,4634.009168413564,0.0017594417918152209,0.0055897969445444775,0.0028345675537137078
2013-12-01,2134.0326258573177,5347.493849041674,3665.3514676427567,0.003420209658579381,0.0010702170728499084,0.0012043994979612346
2014-01-01,2021.44561347867,4382.744399016869,2972.0743401352775,0.00033410471188786533,0.00019641647505676648,0.00016506612042196112
2014-02-01,1893.3988833195638,3331.740832180667,2550.789323865688,3.588298103589683e-05,0.00027451262450305596,0.00030608248506541486
2014-03-01,1832.773779458662,3102.626790835042,2421.933026793881,0.0003226373488769609,0.00031861271187379024,0.0003622864849159463
2014-04-01,1788.5933418541904,3223.9986586815457,2423.7531916443986,0.0012239139818456994,0.0003388124869575542,0.0008943752326835149
2014-05-01,1757.075043179654,3608.029772052215,2914.647265583433,0.003173441445866215,0.05635689295585128,0.08600797140290976
2014-06-01,1728.0490861893675,4572.620772136988,3577.3348053753793,0.011233023719129853,0.09518569076910974,0.07918455834278881
2014-07-01,1807.8597419656544,5148.751584900039,4136.246597909423,0.05288493754240523,0.18588440379244386,0.14948526716486493
2014-08-01,2455.129885121091,5384.700080505279,5792.52642464207,0.1434607846501378,0.46746369896539075,0.29732568785989444
2014-09-01,2586.905107945716,6819.812935483387,6331.6589319017085,0.05990783384244988,0.37519412834164806,0.24874140991161076
2014-10-01,2147.032708628175,7226.002838682627,5512.2190029810345,0.009477128461378258,0.1269774160433335,0.07952299131003479
2014-11-01,2034.665752051319,6292.604217764661,4140.6813197155425,0.0005291215182953202,0.005934513429686017,0.0022145354404979885
2014-12-01,1871.0471890886297,5031.374162480124,3218.795830086673,0.002464164050325765,0.0014554684067827161,0.0014432529595786114
2015-01-01,1743.7628129584768,3806.558942641798,2541.8460034762247,0.00024159519340373172,0.00022993515252291247,0.0001505806142927597
2015-02-01,1781.932632792616,3318.025021020705,2420.8955016717327,0.001187639847118551,0.0003263458173089043,0.00018561289041447545
2015-03-01,1673.7071903973685,2943.6878125742896,2275.46664524232,0.0003510418110691354,0.0008143505047513988,0.0012771084657882553
2015-04-01,1639.5782929195566,2923.553336740504,2277.291630168435,0.0002993037309939532,0.0005275317446438207,0.0017536953797324026
2015-05-01,1651.9822214783817,3109.0752305484816,2328.7689593399455,0.00017500832940635917,0.003940921929580622,0.00456509877840577
2015-06-01,1591.3955934114472,3498.1885899371155,2592.5208343560244,0.0019852650256613398,0.0797391718070516,0.06141041874214498
2015-07-01,1711.294003785276,5218.53481567354,4366.09445902839,0.05018118767457637,0.35372837061247087,0.20620835730221734
2015-08-01,3091.847152481625,6156.225652711046,6503.79511096743,0.19857148710836484,0.5696637831513309,0.486729483723002
2015-09-01,3516.403933514939,7259.1326071491,6755.75211631917,0.21042143935750557,0.4212603826721803,0.32175885320260467
2015-10-01,2861.666476497183,7438.423519247088,6259.068442643888,0.02644636563436761,0.18400352436133782,0.08284607471381047
2015-11-01,2396.7910946178545,6792.464588523228,5087.929313348025,0.0006841182979460966,0.027797665922287582,0.004151281222777721
2015-12-01,2088.377050924123,5591.959883873522,3730.3264238469314,0.001097914256064129,0.003355788381821824,0.0012488842647626038
2016-01-01,2052.5369883882913,4956.786563734747,3222.6497088736373,0.0003870808981363629,0.0021682925917605286,0.0018665099591147795
2016-02-01,1857.4465612657427,3786.9936911448103,2573.357193422165,4.286553243171992e-05,0.0003696096264128348,0.00019076961873172637
2016-03-01,1835.5313888082376,3372.5931701609193,2507.267126960817,0.0002866056127700252,0.0006108302130724697,0.00033935890118082246
2016-04-01,1744.22657819088,3431.2989209937714,2512.719344402026,0.0008502778453146184,0.0025397573018622267,0.01742328099034377
2016-05-01,1793.7020121504293,3733.2666027640967,2740.5090504384434,0.0008547196539705292,0.022917396370536264,0.016243014442743592
2016-06-01,1728.8201275317087,4024.095149347868,3276.5654418153167,0.020283599013228196,0.08354801699862244,0.10873570475929069
2016-07-01,2375.8183893827254,5072.274560898408,4525.58595635989,0.19142691596921665,0.32703062074839795,0.2907333026052943
2016-08-01,3429.0211270246064,6455.703119263498,6339.311139419878,0.10796817803656573,0.4128072152414745,0.2765356508448115
2016-09-01,3248.799854876155,7107.415217841088,6843.024324430312,0.1292648991780197,0.4300191236366124,0.288029246593558
2016-10-01,2371.4615724411697,6652.496699398695,5012.037503342412,0.003545619964321683,0.046624477041354424,0.03322657262826738
2016-11-01,2262.1293830403765,6021.802274440631,4099.43215179703,0.003967537686844354,0.0025256252608427993,0.0014082923428937423
2016-12-01,2159.5313618499013,5174.25905378942,3504.7244254738944,7.106630304417122e-05,0.0003075617087999471,0.00026365226090451497
2017-01-01,2042.8388403676695,4618.021148143389,2986.6059662607004,0.00017135479286656486,0.00020437030626442937,8.970139038939541e-05
2017-02-01,1937.596990628494,3610.3150944999293,2582.6640140908326,0.0001753811650423999,0.00036242092847741617,0.00019193376920901447
2017-03-01,1843.599776919179,3292.2375166239535,2482.055688351126,0.00024334173336095115,0.00022226426564570523,0.0002757881528868359
2017-04-01,1835.8203707675475,3290.720438519871,2476.7101355989953,0.000672496738526751,0.00039076003692248854,0.0011160841132209884
2017-05-01,1769.613852254482,3567.575450544039,2801.997806580629,0.00207723079872648,0.03403986546028745,0.04066083256029436
2017-06-01,1962.662493132907,4178.295915301203,3655.483180310839,0.07693722921650473,0.17514860533311896,0.18456478755712166
2017-07-01,2042.8685634844287,6192.155466264056,5439.235921133399,0.038770925039917394,0.4047232445280742,0.2755463733092919
2017-08-01,2555.7278655215996,6143.699090235183,6635.8204550599285,0.15134124465022253,0.6126612997477403,0.4067864468944909
2017-09-01,2584.9184146186017,6971.445165082954,6265.639605745815,0.10741940296135746,0.19904395131223349,0.17727626857345508
2017-10-01,2130.661518902956,6802.8492732403165,5383.41139020103,0.004978687425140301,0.07951814239967231,0.04404638345067701
2017-11-01,2030.1008734425122,5784.766272172898,4021.973004661755,8.954378385512348e-05,0.0057445021719937815,0.0014616195732991297
2017-12-01,1821.7854492803385,4754.838751422185,3002.559362943002,1.39868272630526e-05,0.0005533026738514522,0.00013966891189945774
2018-01-01,1805.3015578578115,4105.375350027851,2713.616398165293,0.00013523957626988313,0.00015292466739191046,8.116851570093898e-05
2018-02-01,1777.5060596957665,3465.2122143673496,2501.845029822639,0.0004792572299571113,0.001470459294036052,0.00026908511134747016
2018-03-01,1723.7200530519485,3041.928272139158,2357.25959351687,0.0005744891322560876,0.0007172240063429224,0.00047084876456822834
2018-04-01,1756.3298827928402,3109.0004613719,2374.672269515043,0.0003669674444638807,0.0003843471884311864,0.0006558553448867559
2018-05-01,1694.5487262326078,3100.619528569054,2358.18556612227,0.00042161441016763066,0.0024600586715447536,0.0021330363374175948
2018-06-01,1702.9570592625216,3944.739400669901,3060.629179146065,0.03756913575647631,0.08742565483735674,0.10776539756704467
2018-07-01,2324.274976398858,4692.799972573177,4580.6934270054935,0.10923464094865637,0.2213678444758148,0.20758313848078716
2018-08-01,2621.3727536587294,6178.308185355523,6238.6504068330905,0.0985770465601075,0.34782100656336146,0.2809835349235153
2018-09-01,3233.859665204067,7079.735805086266,6768.520967108878,0.18377507836586227,0.44811680188536573,0.40252925536032247
2018-10-01,2268.0767819056764,7215.543212724679,5820.036312561381,0.01788802965812659,0.11528273548538119,0.06666636876881356
2018-11-01,2244.2664928758622,6744.105743055319,4759.4608024735035,0.002023385858651702,0.005719967661748264,0.0016818598803498652
