system:index,Date,Name,precip,.geo
1_16_7,08_01_2016,Kaolack,141.7753785422039,
1_16_8,09_01_2016,Kaolack,247.471278682714,
1_16_9,10_01_2016,Kaolack,10.105385176774314,
1_16_10,11_01_2016,Kaolack,1.0101382240042194,
1_16_11,12_01_2016,Kaolack,0.984954231933551,
1_17_0,01_01_2017,Kaolack,0.7444952027273672,
1_17_1,02_01_2017,Kaolack,0.05746058029784678,
1_17_2,03_01_2017,Kaolack,3.130657233751567E-4,
1_17_3,04_01_2017,Kaolack,0.06762898339135334,
1_17_4,05_01_2017,Kaolack,0.92767518127558,
1_17_5,06_01_2017,Kaolack,55.5346628438232,
1_17_6,07_01_2017,Kaolack,225.63816501756997,
1_17_7,08_01_2017,Kaolack,265.4784105091547,
1_17_8,09_01_2017,Kaolack,77.11529918988084,
1_17_9,10_01_2017,Kaolack,21.87751773990651,
1_17_10,11_01_2017,Kaolack,0.39711422166187454,
1_17_11,12_01_2017,Kaolack,0.693473074277085,
1_18_0,01_01_2018,Kaolack,0.43688372464026654,
1_18_1,02_01_2018,Kaolack,0.04458119755911506,
1_18_2,03_01_2018,Kaolack,9.699167121674772E-5,
1_18_3,04_01_2018,Kaolack,0.0017465445720674148,
1_18_4,05_01_2018,Kaolack,0.0,
1_18_5,06_01_2018,Kaolack,25.28747705946712,
1_18_6,07_01_2018,Kaolack,74.29295673318049,
1_18_7,08_01_2018,Kaolack,238.66625693636112,
1_18_8,09_01_2018,Kaolack,196.2620914388476,
1_18_9,10_01_2018,Kaolack,22.854935605915315,
